portfolio_id,hub_mac,call_date,label,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
13155051586883902390048,04819b0b5e78,2025-09-13,Other,10.0,Contract or Cancellation,9.0,2025-09-13 16:14:10.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,699,0,0,66.0,1,1,1
13483129480376428890164,c0a36ef68b10,2025-10-28,Other,9.0,Broadband Hardware Issue,9.0,2025-10-28 13:19:00.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,156.0,2,2,0
16800940411362284388530,9c31c38afe68,2025-09-09,Other,9.0,Broadband Hardware Issue,9.0,2025-09-09 17:55:15.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,29.0,1,1,0
17043168299048237723537,00a3888f43a0,2025-09-17,Other,9.0,Broadband Hardware Issue,8.0,2025-09-17 16:19:15.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,2,3352,0,0,20.0,2,2,0
16902172437340298427007,3c457aa53750,2025-10-24,Other,9.0,TV or Device Issue,9.0,2025-10-24 13:54:43.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,26.0,2,2,0
15510324598571877294222,507043856ea0,2025-08-02,Other,9.0,Landline Issue,9.0,2025-08-02 12:51:59.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,77.0,3,3,0
CX2772960S,807215929968,2025-09-17,Other,9.0,Landline Issue,8.0,2025-09-17 14:42:18.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,143.0,4,1,3
CX90140996S,c0a36e775398,2025-09-02,Other,5.0,Landline Issue,7.0,2025-09-02 10:27:04.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,79.0,1,1,0
15789186437333537036136,807215873b68,2025-08-27,Other,9.0,TV or Device Issue,8.0,2025-08-27 17:12:39.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,67.0,2,2,1
CX91016910S,c0a36e2bf0e0,2025-09-23,Other,6.0,Broadband Hardware Issue,8.0,2025-09-23 09:39:54.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,148.0,3,3,1
15642353943512844337600,80751f63c678,2025-10-26,Other,8.0,Landline Issue,9.0,2025-10-26 11:20:52.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,74.0,1,1,0
14738701604705530494678,c0a36e2bc770,2025-10-29,Other,9.0,TV or Device Issue,8.0,2025-10-29 17:05:17.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,2.0,2,1,1
16014836104935875869256,3c8994d3c0a8,2025-08-21,Other,8.0,Broadband Hardware Issue,8.0,2025-08-21 11:38:09.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,58.0,3,3,1
17594056255774329299528,507043fd6ae0,2025-10-27,Other,9.0,Landline Issue,8.0,2025-10-27 13:32:05.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,24300,0,0,0.0,6,5,1
CX10269498S,c0a36e0542b8,2025-09-12,Other,9.0,Existing Order or Installation,8.0,2025-09-12 18:30:06.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,2,927,0,0,30.0,2,2,0
CX20232016S,507043e10b80,2025-08-29,Other,9.0,Landline Issue,9.0,2025-08-29 15:09:21.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,138.0,2,1,1
CX4244008S,3c457a02dc48,2025-09-17,Other,9.0,Landline Issue,10.0,2025-09-17 17:54:03.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,77.0,5,5,0
15414115864823798569455,80751fc83a90,2025-09-09,Other,8.0,TV or Device Issue,8.0,2025-09-09 13:22:51.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,44.0,6,6,0
17257082547392988447884,04819b3f3af8,2025-08-21,Other,9.0,Broadband Hardware Issue,8.0,2025-08-21 17:17:45.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,0.0,3,3,0
CX383194S,6ca0b49e90b8,2025-09-20,Other,8.0,Landline Issue,10.0,2025-09-20 10:23:38.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,79.0,2,2,0
CX20107226S,3c457ae2cf80,2025-08-01,Other,8.0,TV or Device Issue,8.0,2025-08-01 15:17:06.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,49.0,1,1,0
17532811898526300626039,00a3881e06a0,2025-09-10,Other,8.0,Broadband Hardware Issue,9.0,2025-09-10 17:38:36.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,1.0,1,1,0
CX20501211S,04819baf40a0,2025-09-24,Other,8.0,Broadband Hardware Issue,8.0,2025-09-24 09:41:49.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,55.0,3,3,1
16677319229444416448504,80751f51da28,2025-09-25,Other,10.0,Landline Issue,9.0,2025-09-25 16:12:37.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,717,0,0,34.0,3,3,0
16368950923510249461457,04819b8f9ac0,2025-10-28,Other,10.0,Broadband Hardware Issue,9.0,2025-10-28 14:38:43.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,,5,4,1
14738446250745530764702,80751f77e4e8,2025-09-21,Other,8.0,TV or Device Issue,8.0,2025-09-21 12:49:05.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,0.0,2,1,0
11752866214503218445089,c0a36e2a4908,2025-08-03,Other,9.0,Landline Issue,8.0,2025-08-03 12:18:48.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,5666,0,0,138.0,2,2,0
CX10391302S,c0a36e03c978,2025-10-21,Other,9.0,Billing or Credit,8.0,2025-10-21 09:44:16.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,136.0,6,4,4
15410873848823798569474,3c457ab1ddb8,2025-09-01,Other,9.0,Upgrade or Package Change,8.0,2025-09-01 18:48:10.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,81.0,2,0,2
13018409932401176854347,04819bb1a170,2025-09-21,Other,10.0,Landline Issue,8.0,2025-09-21 17:20:11.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,2,2,418,0,0,172.0,1,1,0
16781098819274550336686,3c457ac77aa8,2025-09-21,Other,7.0,Billing or Credit,8.0,2025-09-21 08:40:39.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,30.0,1,1,0
17468923467555866372911,80751f1fdca0,2025-08-28,Other,,Broadband Hardware Issue,9.0,2025-08-28 14:25:06.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,3.0,2,2,0
15531787853225359684534,3c457a0c9030,2025-09-10,Other,9.0,Upgrade or Package Change,9.0,2025-09-10 13:58:20.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,78.0,2,1,2
13812534726072220694758,c0a36e41b7d0,2025-08-26,Other,9.0,Billing or Credit,9.0,2025-08-26 17:57:20.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,127.0,1,1,1
CX10964302S,3c8994da1d30,2025-10-20,Other,9.0,Landline Issue,9.0,2025-10-20 13:25:14.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,206.0,9,9,0
14900142914481797328718,807215c15f28,2025-08-02,Other,9.0,Broadband Hardware Issue,8.0,2025-08-02 12:47:33.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,57.0,4,3,1
15712510218079900173263,00a388de2e80,2025-09-09,Other,10.0,Existing Order or Installation,9.0,2025-09-09 11:55:12.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,3924,0,0,37.0,3,2,2
12518042169219891213255,9c31c3eb6e48,2025-09-01,Other,10.0,Landline Issue,9.0,2025-09-01 17:59:35.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,134.0,1,1,0
11602248534862286858084,807215b53cd8,2025-09-16,Other,8.0,Landline Issue,10.0,2025-09-16 10:51:04.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,4235,0,1,109.0,3,3,0
17125809932031712600003,b4ba9dc255d0,2025-09-13,Other,7.0,TV or Device Issue,8.0,2025-09-13 10:31:28.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,17.0,1,1,0
16204885427862926472437,3c9ec79e1a18,2025-08-12,Other,9.0,Contract or Cancellation,8.0,2025-08-12 10:47:28.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,49.0,1,1,1
16988560201815055443753,b4ba9d21e820,2025-08-21,Other,8.0,Broadband Hardware Issue,8.0,2025-08-21 16:39:42.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,21.0,1,1,0
16981797129489001638740,6ca0b461ad18,2025-09-12,Other,10.0,Billing or Credit,9.0,2025-09-12 18:52:33.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,22.0,3,2,1
CX41094348S,c0a36e800658,2025-08-28,Other,10.0,Broadband Hardware Issue,8.0,2025-08-28 10:48:28.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,46.0,1,1,0
12882028415636393427343,807215f1e3e0,2025-08-26,Other,8.0,Broadband Hardware Issue,8.0,2025-08-26 13:33:13.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,2,2,2978,0,0,78.0,2,2,1
15915213510294916584828,04819b58fd70,2025-10-27,Other,9.0,Landline Issue,9.0,2025-10-27 12:22:50.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,,2,2,0
15017673200347883241168,6ca0b4d86ee8,2025-09-17,Other,8.0,Account Enquiry or Move,8.0,2025-09-17 11:09:33.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,1224,0,0,44.0,3,3,0
12004730067597275305326,04819bae0180,2025-09-08,Other,9.0,Upgrade or Package Change,8.0,2025-09-08 11:40:07.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,211.0,1,1,1
15526436018174067039127,3c457a479610,2025-10-24,Other,10.0,Existing Order or Installation,8.0,2025-10-24 16:41:16.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,0,,0,0,0.0,4,4,0
15664718205801134240825,3c457a484cc8,2025-08-11,Other,10.0,Upgrade or Package Change,9.0,2025-08-11 19:27:12.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,7200,0,0,71.0,5,2,3
12874241357244525654264,3c89945ed318,2025-08-16,Other,9.0,Contract or Cancellation,9.0,2025-08-16 13:02:29.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,119.0,1,1,1
14527575970499795899112,c0a36e24a5f0,2025-09-10,Other,10.0,Existing Order or Installation,9.0,2025-09-10 09:33:34.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,13309,0,0,,1,1,0
15322659364889154512110,b4ba9de2b2e0,2025-10-24,Other,9.0,TV or Device Issue,8.0,2025-10-24 18:23:35.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,86.0,1,1,0
13041717318435438498962,3c457ac33d50,2025-09-23,Other,9.0,TV or Device Issue,8.0,2025-09-23 14:24:28.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,5.0,3,3,0
15656099253346012871592,507043605470,2025-08-03,Other,10.0,Broadband Hardware Issue,9.0,2025-08-03 11:44:25.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,71.0,1,1,0
CX20217371S,c0a36e03d470,2025-10-28,Other,10.0,Landline Issue,10.0,2025-10-28 11:43:00.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,3,4,5014,0,0,91.0,2,2,0
CX10366107S,c0a36e725790,2025-09-19,Other,9.0,Billing or Credit,5.0,2025-09-19 19:22:37.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,80.0,4,4,0
CX1900544S,807215baaa20,2025-09-18,Other,10.0,Broadband Hardware Issue,9.0,2025-09-18 08:56:05.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,177.0,3,2,1
16823563763090835572448,3c9ec7999388,2025-08-24,Other,10.0,Broadband Hardware Issue,8.0,2025-08-24 09:46:11.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,27.0,4,4,0
13989664883886027818191,04819b531900,2025-10-26,Other,9.0,Broadband Hardware Issue,8.0,2025-10-26 11:27:17.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,70.0,1,1,0
11728354164441275315460,3c457ae6c598,2025-09-04,Other,10.0,Broadband Hardware Issue,9.0,2025-09-04 11:24:30.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,222.0,2,2,0
12019581157518193397097,807215e0f568,2025-11-03,Other,10.0,Landline Issue,10.0,2025-11-03 17:30:28.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,88,0,0,72.0,1,1,0
15283813580804115112984,5070435bf138,2025-09-02,Other,7.0,TV or Device Issue,8.0,2025-09-02 17:37:05.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,86.0,2,2,0
16270366606416999299847,8072150f0810,2025-09-20,Other,10.0,Broadband Hardware Issue,8.0,2025-09-20 14:31:49.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,48.0,1,1,0
15488623867149931183954,807215b2d278,2025-09-15,Other,9.0,Broadband Hardware Issue,8.0,2025-09-15 09:35:33.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,5.0,1,1,0
14448177740843959301923,c0a36e2dba18,2025-09-13,Other,,Broadband Hardware Issue,8.0,2025-09-13 20:16:09.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,74.0,4,3,1
CX61179558S,9c31c3849e38,2025-09-16,Other,8.0,Existing Order or Installation,8.0,2025-09-16 08:29:56.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,63.0,1,1,0
16785838127799992900545,807215d83dc8,2025-08-26,Other,8.0,Billing or Credit,8.0,2025-08-26 18:34:32.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,29.0,1,0,1
13884641113416899481586,80751f790fc8,2025-09-08,Other,10.0,Existing Order or Installation,9.0,2025-09-08 20:28:04.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,140.0,1,1,0
CX30649215S,04819bf2dd68,2025-11-02,Other,8.0,Broadband Hardware Issue,8.0,2025-11-02 11:47:16.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,108.0,2,1,1
15714038472719868391721,80751f2d98d0,2025-09-26,Other,9.0,Broadband Hardware Issue,9.0,2025-09-26 09:57:09.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,59.0,4,4,0
14428330950483959349155,9c31c3f33210,2025-09-12,Other,9.0,Landline Issue,9.0,2025-09-12 13:04:42.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,119.0,1,1,0
CX942702S,00a388d841b8,2025-10-28,Other,10.0,Existing Order or Installation,8.0,2025-10-28 12:32:56.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,0.0,5,5,1
11343884888760538001455,3c8994578c18,2025-09-08,Other,9.0,Account Enquiry or Move,8.0,2025-09-08 14:09:53.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,10.0,1,1,0
16901348049589759808562,3c8994f36b08,2025-10-19,Other,8.0,Existing Order or Installation,8.0,2025-10-19 13:20:08.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,26.0,2,2,0
11631550384184405207864,80721546eeb8,2025-08-05,Other,9.0,Broadband Hardware Issue,9.0,2025-08-05 14:22:07.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,28.0,1,1,0
15437707454334540609074,3c457a086bb0,2025-10-26,Other,9.0,Broadband Hardware Issue,8.0,2025-10-26 11:10:16.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,82.0,1,1,0
16757059415570729151392,80721511a870,2025-10-20,Other,10.0,Landline Issue,10.0,2025-10-20 19:18:08.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,32.0,3,2,1
14794692053095155525243,c0a36e033318,2025-09-13,Other,9.0,Existing Order or Installation,9.0,2025-09-13 13:25:32.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,106.0,3,3,0
15465221235841906615340,9c31c3f85938,2025-08-29,Other,9.0,Broadband Hardware Issue,8.0,2025-08-29 09:51:31.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,1,0.0,2,2,0
13311523293804419857984,80751f318b70,2025-09-21,Other,5.0,Billing or Credit,8.0,2025-09-21 13:16:49.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,162.0,1,1,0
11725111793300838149282,c0a36e379620,2025-09-11,Other,9.0,Broadband Hardware Issue,9.0,2025-09-11 09:01:57.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,35.0,4,4,0
14558960442515399349053,6ca0b4dac6d0,2025-10-17,Other,9.0,Upgrade or Package Change,8.0,2025-10-17 19:34:00.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,115.0,1,1,1
17055359908700281854883,3c457a3a2f48,2025-09-22,Other,6.0,Existing Order or Installation,8.0,2025-09-22 15:41:59.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,19.0,1,1,0
15155806224284991721637,6ca0b47abe48,2025-09-15,Other,8.0,Upgrade or Package Change,7.0,2025-09-15 15:26:07.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,91.0,2,2,0
16456302421137583984154,c0a36e1816f8,2025-09-11,Other,9.0,Contract or Cancellation,7.0,2025-09-11 18:00:35.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,42.0,2,2,1
15074874297686392987072,807215417f60,2025-08-21,Other,9.0,Existing Order or Installation,8.0,2025-08-21 14:51:12.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,94.0,6,5,0
17046517420621259471864,b4ba9d12f540,2025-08-17,Other,10.0,Landline Issue,9.0,2025-08-17 17:42:16.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,19.0,1,1,0
15712241726749918249311,5070435568b8,2025-08-13,Other,10.0,Billing or Credit,9.0,2025-08-13 10:41:11.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,12.0,1,1,1
CX50253649S,00a388dbe808,2025-10-25,Other,9.0,Landline Issue,9.0,2025-10-25 14:51:29.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,154.0,1,1,0
CX71138517S,80751fb46588,2025-09-16,Other,9.0,Landline Issue,10.0,2025-09-16 15:22:43.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,3,596,0,0,129.0,9,3,4
16488807348007460045052,c0a36ef166e8,2025-09-02,Other,10.0,TV or Device Issue,8.0,2025-09-02 16:07:11.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,8.0,1,1,0
16812986995741623833651,3c457a9e7408,2025-08-27,Other,9.0,Existing Order or Installation,8.0,2025-08-27 12:27:28.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,3,3,17231,0,0,0.0,14,13,0
12245254328709831781662,507043cba298,2025-08-26,Other,9.0,Upgrade or Package Change,8.0,2025-08-26 11:33:48.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,744,0,0,194.0,2,2,0
17210645658962616625744,c46026115bf0,2025-09-11,Other,8.0,Billing or Credit,8.0,2025-09-11 20:21:22.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,14.0,1,1,0
13524022363955418974296,507043ce0d10,2025-09-13,Other,10.0,Existing Order or Installation,8.0,2025-09-13 09:19:59.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,106.0,2,1,1
16724275676943676209070,80751f4c2eb8,2025-11-03,Other,10.0,Broadband Hardware Issue,9.0,2025-11-03 11:21:49.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,1,33.0,1,1,0
16862195984284250115263,9c31c385bb38,2025-08-04,Other,10.0,Broadband Hardware Issue,10.0,2025-08-04 15:08:25.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,26.0,1,1,0
14907886199871797314113,507043afcab0,2025-09-16,Other,9.0,Upgrade or Package Change,9.0,2025-09-16 11:40:48.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,43.0,1,1,0
15503184479639927255450,80751f4a3718,2025-09-13,Other,7.0,Existing Order or Installation,8.0,2025-09-13 14:18:33.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,78.0,3,2,1
15281949814868070937206,c0a36e466578,2025-09-23,Other,9.0,Landline Issue,9.0,2025-09-23 15:24:31.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,82.0,1,1,0
CX40315605S,6ca0b4dbeee0,2025-09-23,Other,8.0,Existing Order or Installation,8.0,2025-09-23 11:05:55.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,137.0,5,4,1
CX51042422S,c46026263b08,2025-08-22,Other,9.0,Broadband Hardware Issue,8.0,2025-08-22 09:14:30.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,63.0,2,2,0
CX20068111S,50704380dc28,2025-10-27,Other,9.0,Landline Issue,10.0,2025-10-27 10:33:22.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,2,1501,0,0,160.0,2,2,0
CX30561798S,6ca0b4c3a7b8,2025-08-29,Other,9.0,Broadband Hardware Issue,8.0,2025-08-29 14:04:16.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,176.0,2,2,0
16462452337284400206660,507043521188,2025-09-15,Other,9.0,Broadband Hardware Issue,8.0,2025-09-15 18:11:27.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,42.0,1,1,0
12295491914985499235961,6ca0b4c4ddc0,2025-08-31,Other,10.0,Existing Order or Installation,9.0,2025-08-31 16:38:46.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,115.0,1,1,0
CX30459394S,80751fbba670,2025-08-22,Other,10.0,Broadband Hardware Issue,8.0,2025-08-22 16:20:54.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,143.0,2,2,0
12304784341376198428045,04819b4fec48,2025-09-16,Other,9.0,Broadband Hardware Issue,8.0,2025-09-16 09:27:22.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,62.0,1,1,0
12621968538342476798097,80751f605778,2025-10-22,Other,9.0,Landline Issue,8.0,2025-10-22 11:39:45.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,104.0,2,2,0
CX80240280S,6ca0b49f4860,2025-08-27,Other,9.0,Billing or Credit,8.0,2025-08-27 14:40:07.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,35.0,1,1,1
11536623329934956228766,04819b43eaf8,2025-08-13,Other,10.0,Upgrade or Package Change,8.0,2025-08-13 17:30:01.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,16.0,2,0,2
CX50223135S,3c457a9b57b8,2025-09-09,Other,9.0,Landline Issue,8.0,2025-09-09 11:12:49.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,18405,0,0,123.0,4,4,1
15999199781532461450881,04819b5ef4d0,2025-08-22,Other,10.0,Existing Order or Installation,9.0,2025-08-22 11:42:57.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,59.0,2,2,0
CX1764677S,5070434f9ea0,2025-09-01,Other,7.0,Broadband Hardware Issue,8.0,2025-09-01 19:48:31.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,2,2,3289,0,0,195.0,4,4,0
15291591695599154669940,3c8994686060,2025-08-04,Other,9.0,Billing or Credit,9.0,2025-08-04 17:09:14.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,85.0,1,1,0
CX40117773S,9c31c3ac6290,2025-10-27,Other,10.0,Broadband Hardware Issue,9.0,2025-10-27 13:22:08.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,210.0,3,3,1
12906898716470671433093,80751f3e0dd8,2025-10-22,Other,9.0,Broadband Hardware Issue,8.0,2025-10-22 12:13:09.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,22.0,1,1,0
14467470443523959349128,c0a36e7d4c30,2025-09-21,Other,8.0,Existing Order or Installation,8.0,2025-09-21 09:10:49.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,118.0,3,3,0
CX40109771S,c0a36e6c73b0,2025-09-15,Other,9.0,Landline Issue,9.0,2025-09-15 09:10:50.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,1,1,1,2622,0,0,113.0,5,5,0
12734967966925080196919,6ca0b4ab6d50,2025-10-30,Other,8.0,Broadband Hardware Issue,8.0,2025-10-30 12:22:51.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,78.0,1,1,1
14894100248784342221098,04819b1209f0,2025-10-24,Other,9.0,Existing Order or Installation,8.0,2025-10-24 18:18:20.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,81.0,2,1,2
14888150117284342221055,507043f08a28,2025-10-24,Other,9.0,Broadband Hardware Issue,8.0,2025-10-24 08:58:28.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,38.0,2,1,0
16493465778540824998269,6ca0b4808068,2025-09-10,Other,8.0,TV or Device Issue,9.0,2025-09-10 12:01:00.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,41.0,3,2,0
CX10139931S,00a3881e3b98,2025-09-15,Other,8.0,Broadband Hardware Issue,8.0,2025-09-15 08:52:30.000000 UTC,1,REPLACE_HUB,REPLACE_HUB,40,0,0,0,,0,0,154.0,2,2,0
