call_date,label,long_reason,evidence,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
2025-09-15,Other,"The customer is experiencing issues with their phone line, specifically a ""tap on the line"" and a concern about the speed of the connection, which is not directly related to broadband performance but rather to the phone line infrastructure.",I SEE THERE IS A TAP ON THE LINE and RIGHT SORRY I CAN REACH OUT BECAUSE THE SPEED COMING IN,9.0,Landline Issue,10.0,2025-09-15 12:25:56.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,149.0,2,2,0
2025-11-03,Other,"The customer recently moved homes and the issue is not related to their broadband's performance or status but rather with the physical setup of their Sky Q box, as they couldn't find the correct cable to connect it.","Customer: ""I’VE JUST GOT THE SAME BOX THAT'S PLUGGED IN BUT IT DOESN'T WORK"" and ""I JUST CAN'T FIND [NUMBER] ANYWHERE"" and Agent: ""NO FROM WHAT I UNDERSTAND THERE WAS AN ETHERNET CABLE THERE"" and Customer: ""I'VE GOT IT I'VE GOT LOGGED IN BUT IT'S NOT NOW [NUMBER] I'VE GOT I'VE GOT IT CONNECTED INTO THE SKY BOX RIGHT NOW YOU KNOW THE LITTLE TV BOX""",9.0,Account Enquiry or Move,8.0,2025-11-03 10:16:09.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,0.0,1,1,0
2025-09-23,Other,"The customer is reporting that their landline is not working and is completely dead, with no ringing tone. This issue is not related to broadband performance.",Customer: WELL I GOT A MESSAGE FROM SKY GET IN TOUCH WITH THE ENGINEER BECAUSE ME FURTHER DETAILS LANDLINE ISN'T IT WORKING... NO NEITHER WHEN WE LIVED RECEIVER IS COMPLETELY DEAD DOESN'T HAVE A RINGING TONE OR ANYTHING,10.0,Landline Issue,10.0,2025-09-23 16:32:27.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,2,1,897,0,0,43.0,2,2,0
2025-08-04,Other,"The customer is reporting a noisy and crackly landline, which is a problem with the voice service, not the internet service.",I'VE GOT A <PERSON> HERE WITH A REALLY NOISY CRACKLY LINE AND INTERMITTENT,10.0,Landline Issue,9.0,2025-08-04 09:26:02.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,33.0,3,3,0
2025-10-20,Other,"The customer is calling to arrange the removal of an Openreach broadband setup from their property, which is not related to service performance issues.",Customer: BASICALLY I WAS ASKED LIKE DROP ME A MESSAGE TO CALL YOU BACK BUT LIKE I HAVE AN ONGOING ISSUE WITH OPENREACH BREAD BROADBAND LIKE YOU MIGHT YOU MIGHT HAVE IT IN YOUR COMMENTS ABOUT MY ACCOUNT AND LAST WEEK I WAS SPOKEN TO <NUMBER> OF THE AGENTS AND SHE PROMISED ME TO ORGANISE OPENREACH VISIT TO JUST LIKE REMOVE THE SETUP but he asked me to call you back any updates in there because like openreach hasn't contacted me yet and we haven't seen anyone coming into remove this ever so if you can update me on this degree...Customer: NO IT HASN'T BEEN REMOVED because we like it it hasn't been cancelled the order but we haven't like openreach hasn't contacted me and we haven't removed like the box of openreach from the side of the house they promised me to like you told me that openreach <PERSON> contact me in order to organise a visit to remove the setup but they haven't done this yet...Agent: So you have to <PERSON> within the next <NUMBER> to <NUMBER> hours openreach team <PERSON> dispatch an engineer and get the remote for you ma'am from the outside of the property,10.0,Account Enquiry or Move,8.0,2025-10-20 16:52:34.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,11002,0,0,2.0,6,6,1
2025-10-29,Other,The customer reports their internet is really slow and their landline is not working. The agent identifies a potential fault on the line that affects both services.,YEAH MY MY MY INTERNET HAS BEEN REALLY REALLY SLOW AND MY LANDLINE WHICH I NEVER USE IT IS NOT CONNECTED ANYMORE,9.0,Landline Issue,8.0,2025-10-29 08:30:21.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,51.0,1,1,0
2025-10-28,Other,"The customer is reporting an issue with their home phone line, specifically that they cannot receive calls. This is not related to broadband service.","Customer: GOOD MORNING I'M RINGING BECAUSE ME HOME PHONE LINE ISN'T WORKING
Agent: ALRIGHT YOU CAN MAKE CALLS YOU CAN RECEIVE CALLS
Customer: I CAN'T RECEIVE ANY",9.0,Landline Issue,10.0,2025-10-28 10:04:47.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,5475,0,0,68.0,1,1,0
2025-11-03,Other,"The customer is experiencing issues with their landline phone not making outgoing calls since their broadband fibre was connected, requiring them to purchase a new phone.",I had my broadband fibre connected and it wasn't working the landline phone I had because the landline phone was a BT and apparently they don't work with this new broadband so I was told to buy a new phone. I can't make out when I try and make an outgoing.,10.0,Landline Issue,10.0,2025-11-03 17:58:45.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,3336,0,0,155.0,4,4,0
2025-09-02,Other,"The customer is experiencing an issue with their landline phone not working after moving house, despite the broadband lights being green.","Customer: 'AND THE LANDLINE ON LAST NIGHT AND IT'S STILL NOT ON', Customer: 'MY MOBILE FOR NO REASON IS IT POSSIBLE FOR ME I DON'T MIND NO IT'S NOT RINGING WELL', Agent: 'IS IT POSSIBLE FOR ME I DON'T MIND NO IT'S NOT RINGING WELL', Agent: 'DOES YOUR HOUSEHOLD I\'LL TRY', Customer: 'NO IT\'S NOT RINGING WELL'",9.0,Landline Issue,8.0,2025-09-02 14:18:00.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,,8,8,0
2025-08-29,Other,"The customer reports that their landline is not working correctly; calls are cutting out after a few minutes, even though there is a dialling tone.",Customer: BUT MY LANDLINE ISN'T WORKING I WANTED TO CHECK JACKET BECAUSE IT'S ONLY FOR THE ENGINEER WAS HERE; Customer: YEAH WHEN I CALL THE DIALLING TONE WORKS AND I GET INTO A CONVERSATION CUTS OUT <NUMBER> MINUTES INTO THE CONVERSATION; Customer: YEAH IT GIVES AN ENGAGE TONE AND THEN JUST CUTS OUT COMPLETELY,9.0,Landline Issue,9.0,2025-08-29 15:24:21.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,4110,0,0,0.0,6,5,1
2025-08-04,Other,"The customer appears to be enquiring about a scheduled visit to address an issue, likely a cross line problem, which is a landline issue and therefore falls under the ""Other"" category for broadband-related issues.",Agent: SO I'M JUST WAITING FOR CONFIRMATION OF IT Customer: AND IS THAT A FOR <NUMBER> HOURS YEAH Agent: YEAH <NUMBER> <SPELLING_TERM>,8.0,Landline Issue,9.0,2025-08-04 10:31:29.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,29.0,2,2,0
2025-09-23,Other,"The customer is experiencing issues with their landline service, specifically that they cannot be heard when someone calls their landline number, even though it rings on their mobile.",Customer: HELLO MY LANDLINE IT'S NOT WORKING IT'S RINGING WHEN I GO ON NOBODY CAN THE <PERSON> ON MY PHONE,10.0,Landline Issue,9.0,2025-09-23 17:17:17.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,123.0,1,1,0
2025-08-26,Other,"The customer's primary concern is about an unfinished Openreach installation in their garden that is preventing them from using their new Sky Fibre broadband and creating an eyesore, not an issue with the broadband service itself.",‘I've got two orange barriers down a hole in my front garden that's been there since the eighth of February’ and ‘Your contract that you asked me to join it's still not for because of the holes in the front garden. I need somebody to come and fill this holding.’,9.0,Existing Order or Installation,9.0,2025-08-26 11:24:06.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,13485,0,0,126.0,8,6,3
2025-09-03,Other,"The customer is experiencing issues with their landline service, specifically no dial tone and an error message to check the phone line. This is unrelated to broadband performance.",Customer: FROM <NUMBER> BUT DEFINITELY HAVE NO IT SAYS CHECK PHONE LINE. Agent: LET'S SEE SORRY I'M JUST KIND OF THE TEST JUST NOW TO SEE IF AT <PERSON> ANYTHING WITH THAT. Customer: YEAH,9.0,Landline Issue,9.0,2025-09-03 14:02:30.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,84.0,1,1,0
2025-11-01,Other,The customer is calling about a missed Openreach engineer appointment. The engineer was supposed to come yesterday but did not show up.,Customer: HI CORNER SKY YESTERDAY AND ABOUT A <PERSON> BUT THE OPEN REACH ENGINEER SHOULD DO AND YOU'RE YOU'RE YOU COULDN'T HELP ME AND GAVE ME A <PERSON> NUMBER THE OPENREACH ENGINEER COME YESTERDAY ABOUT <NUMBER> O'CLOCK <NUMBER> AND BACK AND HE SAID HE CAN'T DO THE <PERSON> YESTERDAY BECAUSE HE'S BACK ... BUT HE SAID HE <PERSON> COME TO ME AND HE HASN'T COME YET AND IS GETTING BACK NOW,10.0,Existing Order or Installation,9.0,2025-11-01 17:05:55.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,129.0,7,6,0
2025-08-22,Other,"The customer called about an issue with their broadband, but the issue was resolved during the call, before the problem could be clearly identified. The customer then stated ""Openreach for now it's working now"".","Agent: CONNECTED NOW AND GETTING ANYTHING FROM THE ROUTER GIVE IT A MINUTE TO SEE IF ANYTHING HAPPENED BUT STILL DOESN'T
Customer: YEAH I'LL SEE WHAT I CAN SEE ON THIS AND RIGHT GOT SINGLE GREEN NOW ON THE HUB IS COME IN ON THE WALL
Agent: LETTING READING A SMALL
Customer: ON THE WIFI WHICH WAS THE <ORDINAL> <NUMBER> POUNDS <NUMBER> TELLS ME
Agent: ORDERS GETTING <NUMBER> MEGABITS IN THE MOMENT
Customer: OKAY
Agent: CAN YOU TRY AND OPEN YOUTUBE VIDEOS TRAINING FOR A FEW MINUTES
Customer: YEAH BACK OKAY STRUCTURE SO AND GETTING THE IS GOING TO RUN A FEW OF THEM AS WELL SO WE CAN HELLO YEAH YEAH IF YOU WANT YEAH YOU CAN DO THAT BREAK UNDERSTANDING SIR YOU CAN PUT IT THROUGH THEN IS THERE ANY <PERSON> OF HAPPENED YEAH SO I'VE GOT A YOUTUBE VIDEO RUNNING ON <NUMBER> <SPELLING_TERM> AND WE'VE GOT A COUPLE OF OTHERS RUNNING AS WELL VOICES
Agent: OKAY AFTER A COUPLE OF MINUTES
Customer: <NUMBER> CHECKING OR ANYTHING SIDE ANYTHING <PERSON> IN THE FUTURE ON THE CHECKOUT
Agent: ALRIGHT CHANGE YOUR WALKING NOW IT'S NOT LOADING UP ANY ERRORS THE SPEED IS REMAINING STABLE
Customer: YEAH YEAH SO
Agent: CHECKING ON FILE
Customer: MEANS WELL HERE ONCE STAYED WORKING YEAH OKAY ON THIS END NOW
Agent: JUST LOOKING GREAT SO WE CAN MONITOR HE'S NEGATIVE ANYMORE PROBLEMS AND OPENREACH FOR NOW IT'S WORKING NOW",5.0,Other (General Miscellaneous),3.0,2025-08-22 16:12:38.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,36.0,1,1,0
2025-09-15,Other,"The customer is reporting that their landline phone has not been working for several days, even after replacing the router. The issue seems to be specifically with the landline and not other services as the router lights are green.",Customer: WELL I I\'VE NO LANDLINE FOR <NUMBER> DAYS. Customer: EVERYTHING\'S WORKING APART FROM THE PHONE AGAIN GOT NO LANDLINE PHONE. Agent: <NUMBER> LIGHTS AND ARE THEY ALL GREEN Customer: THEY\'RE ALL GREEN YEAH.,9.0,Landline Issue,9.0,2025-09-15 13:10:58.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,2,3,10250,0,0,145.0,5,4,1
2025-10-26,Other,"The customer is reporting a physical issue with their phone line being blown down and snapped, which is a problem with the physical infrastructure, not directly related to Wi-Fi performance or status.",I'VE NOTICED THAT THE PHONE LINE DOWN THE BACK OF OUR PROPERTY HAS BEEN BLOWN DOWN AND SNAPPED,10.0,Landline Issue,10.0,2025-10-26 14:01:37.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,11.0,1,1,0
2025-08-21,Other,"The customer's primary issue is that their landline is not working after the broadband was changed to fibre optic, meaning they can receive calls but cannot make outgoing calls.",Customer: AND MY LANDLINE IS NOT WORKING AT ALL ... Customer: BUT I CAN'T MAKE CALLS OUT I'VE TRIED SEVERAL NUMBERS JUST TO SEE AND IT JUST KEEPS MAKING THAT'S STRANGE NOISE ... Customer: BUT YOU'RE SAYING I CAN RECEIVE CALLS I JUST CAN'T MAKE them,9.0,Landline Issue,10.0,2025-08-21 15:00:58.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,83.0,1,1,0
2025-09-05,Other,"The customer is experiencing issues with their landline service, specifically an inability to make or receive calls, not an internet issue.",‘Yeah we can't make or receive any calls’,9.0,Landline Issue,10.0,2025-09-05 09:41:49.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,119.0,3,3,0
2025-09-12,Other,"The customer is experiencing issues with their landline service, stating that it is not working at all and that the voice light on their router is orange. While they also mention slow internet, the primary focus and troubleshooting efforts during the call are centered around the landline.",Customer: 'YEAH IT'S NOT <PERSON> THE VOICE IS ORANGE ALL THE TIME ISSUES' and 'Customer: BUT I CAN'T USE MY LANDLINE DOESN'T WORK THAT'S THE PROBLEM',9.0,Landline Issue,9.0,2025-09-12 11:18:04.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,1,41.0,8,8,0
2025-08-30,Other,"The customer is experiencing an issue with their landline telephone service, specifically the inability to make calls and a lack of a dialling tone, despite having green lights on the router. This is not a broadband performance issue.","Customer: ""WORK REGARDING MY MY <NUMBER> POINT <NUMBER> AND SEEMS TO HAVE DROPPED OUT WE PLUGGED INTO THE ROUTER A AND IT'S JUST BASICALLY STOPPED"" Customer: ""NO HELLO COVER"" Customer: ""NO DIALLING TONE NO INTO BE THE INTO NUMBER""",9.0,Landline Issue,10.0,2025-08-30 16:35:01.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,1714,0,0,120.0,1,1,0
2025-09-15,Other,"The customer is requesting an engineer visit to address an issue with their service. While the transcript mentions ""no sync"", the primary focus of the conversation is on scheduling the engineer appointment and not on troubleshooting the broadband issue itself.",Customer: 'I'VE GOT NO SYNC AFTER CLICKING ON <NUMBER> SERVICE TEST HUB STOLEN LET ME HAVE A CHECK'. Customer: 'ANYONE APPOINTMENT CAN WE HAVE WEDNESDAY MORNING PLEASE'.,7.0,Existing Order or Installation,8.0,2025-09-15 15:37:46.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,34.0,4,2,2
2025-08-03,Other,The customer explicitly states that their broadband is working fine and the issue is with their landline (phone line) not working and not having a dialling tone.,Customer: THE BROADBAND'S FINE THE FOR THE PHONE,10.0,Landline Issue,10.0,2025-08-03 13:59:38.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,26.0,1,1,0
2025-10-20,Other,"The customer is reporting an issue with their landline telephone service, specifically that they have 'no dial tone on the line'. They explicitly state that 'the broadband's working fine'.",Customer: BECAUSE WE'VE GOT NO PHONE NO DIAL TONE ON THE LINE THE BROADBAND'S WORKING FINE,10.0,Landline Issue,10.0,2025-10-20 10:28:09.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,184.0,11,10,2
2025-11-01,Other,"The customer is experiencing issues with their landline not working, which began after a new fibre broadband installation. The landline cannot make or receive calls, and the issue is specifically with the phone service, not the internet connection itself.","Customer: ""MY LANDLINE IS NOT WORKING"", Customer: ""IT SAYS LINE A ON LET ME JUST TRY AND MAKE 0 NOW"", Agent: ""I BELIEVE A IN WRONG NUMBER I'M GOING TO CALL YOU RIGHT AGAIN"", Customer: ""YES THAT'S WHAT WE'VE BEEN GETTING YEAH AND THAT'S ONLY BEEN HAPPENING SINCE WE HAD THE NEW BOX FITTED ON WEDNESDAY UP UNTIL THAT POINT IT WAS WORKING AND WE TRIED TO CALL IT IS SAYING NUMBER IS NOT RECOGNISED""",9.0,Landline Issue,9.0,2025-11-01 15:42:08.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,108.0,2,2,0
2025-08-05,Other,"The customer is experiencing an intermittent phone line issue, not broadband, which they believe is due to a loose connection outside their home and is exacerbated by high winds. They are concerned about their elderly parents not having a phone line for emergencies.",Customer: 'IT SEEMS AS IF THERE MIGHT BE A UNLESS CONNECTION FROM IT BECAUSE IT CANNOT CONNECT WHEN THE WIND DIES DOWN IT SEEMS TO BE OKAY BUT WHEN THE WINGS REALLY HIGH IT'S CUTTING IT OFF SO <PERSON> NOT HAD ANY BROADBAND A PHONE LINE SINCE YESTERDAY' and 'IT'S ONLY BEEN HAPPENING SINCE THE <PERSON> WASN'T HAPPENING BEFOREHAND SO THAT'S HOW IT'S MAKING ME THINK SOMETHING SCHEME LOOSE BUT <NUMBER> POINT AND RENEWED WINS DYING DOWN IT'S WHEN IT COMES BACK UP AGAIN IT'S GOING TO GO OFF AND THEN THAT MEANS THAT THEY DON'T HAVE ANY PHONE LINE ANY EMERGENCIES AND AS I <PERSON> THAT MY PARENTS ARE ELDERLY I DON'T WANT THEM TO LEAVE A PHONE LINE',9.0,Landline Issue,9.0,2025-08-05 10:07:07.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,371,0,0,36.0,1,1,0
2025-09-17,Other,"The customer is unable to make international calls to a specific Spanish number from their landline, despite having an international calls package. The customer receives a recorded message stating the number does not exist.",Customer: AND I'VE BEEN MAKING A CALL TO SPAIN TO A NUMBER THAT I BEEN USING FOR YEARS AND NOW ALL OF A SUDDEN PERHAPS <NUMBER> WEEK <NUMBER> DAYS AGO I'M GETTING A RECORDED MESSAGE SAYING THAT NUMBER DOESN'T EXIST IT DOESN'T EXIST IT HASN'T CHANGED SO SOMETHING'S GONE WRONG,9.0,Landline Issue,9.0,2025-09-17 15:52:33.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,2475,0,0,131.0,1,1,0
2025-09-25,Other,"The customer is experiencing no dial tone on their landline phone, which is unrelated to broadband performance.","Customer: ""HELLO I'VE JUST GOT A NEW PHONE"", ""I'M STRUGGLING TO GET ANY DIAL TONE""",9.0,Landline Issue,10.0,2025-09-25 15:57:25.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,99.0,4,3,1
2025-09-13,Other,"The customer is reporting that their landline is not working, which is unrelated to broadband performance or connectivity.",Customer: NO BROADBAND IS PERFECT JUST THE LANDLINE IS NOT WORKING,,Landline Issue,10.0,2025-09-13 08:39:35.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,84.0,2,2,0
2025-10-28,Other,The customer is an agent calling on behalf of an end-user to book an Openreach engineer visit due to a suspected damaged external cable. They are requesting a hub replacement and an engineer visit to address the issue. The issue is about the physical infrastructure and not directly about Wi-Fi performance or availability. ,Customer: NOBODY CAN NOTICE THE DROP LINES LOOSEN HANGING ACROSS THE GARDEN CHICKEN ATTENTION SO THAT'S DEFINITELY AN ISSUE,9.0,Broadband Hardware Issue,8.0,2025-10-28 16:46:06.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,17.0,2,2,1
2025-11-01,Other,"The customer is experiencing issues with their landline service, specifically not being able to receive incoming calls after a new fibre broadband installation. They also mention that when they make outgoing calls, the number displayed to the recipient is incorrect.",Customer: WE HAD THE FIBRE FIBRE BANDED IT INSTALLED DURING THE WEEK AND MY LANDLINE WHICH I'M ACTUALLY SPEAKING TO YOU ON I CAN MAKE PHONE CALLS OUT BUT I CAN'T RECEIVE PHONE CALLS IN. Customer: IT IS WORKING WHEN I'M REALLY KNOW BUT PEOPLE CAN'T RING ME. Customer: ON YEAH YEAH NO IT WAS IT STARTED <NUMBER> <SPELLING_TERM> <NUMBER> THEN MY NUMBER AND IT ENDED ON <SPELLING_TERM>. Customer: YEAH AND THEN WHEN I RING MY DAUGHTER IT'S COMING <SPELLING_TERM> <NUMBER> THEN THAT AND THEN AT THE END.,10.0,Landline Issue,9.0,2025-11-01 08:49:56.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,145.0,5,3,0
2025-09-17,Other,"The customer is reporting that their landline phone is not working, which is a service unrelated to broadband or Wi-Fi.",Customer: HELLO HERE <PERSON> BECOME MORE THE LANDLINE PHONE NOT WORKING,,Landline Issue,9.0,2025-09-17 09:09:08.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,87.0,1,1,0
2025-09-18,Other,The customer is reporting an issue with their home phone line having no dial tone and not being able to make or receive calls. They explicitly state their broadband is working well.,"Customer: ""IT IS REGARDING A HOME PHONE YES"" ... Customer: ""NO NOTHING AT ALL NO IT'S JUST HIS PHONE LINE"" ... Customer: ""NO NOTHING AT ALL NO PHONE JUST SAYS CHECK PHONE LINE"" ... Customer: ""NO NO THE BROADBAND TO IN QUITE GOOD WE HAD A NEW WAS DELIVERED YESTERDAY"" ... Customer: ""THINKING SOMEBODY THOUGHT IT MIGHT BE THE HUB BUT NO IT'S THE SAME IT'S STILL STILL WORKING THE BROADBAND STILL GOT THE <NUMBER> LIGHTS AND EVERYTHING""",10.0,Landline Issue,10.0,2025-09-18 13:42:54.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,1,109.0,4,4,0
2025-08-25,Other,"The customer is reporting an issue with their landline service not working, specifically that they are not getting a dialling tone, since their new Sky Fibre Broadband was installed. The broadband itself is working fine.",Customer: BUT SINCE THAT'S BEEN INSTALLED MY PHONE LINE HASN'T BEEN WORKING ... Customer: BUT BOTH OF THEM IT'S SAYING IT'S NOT EVEN GETTING A DIALLING TONE ... Agent: IS YOUR BROADBAND WORKING COMPLETELY FINE HERE THERE ARE NO ISSUES WITH YOUR BROADBAND IT'S ONLY THE LANDLINE WHICH IS NOT WORKING Customer: CORRECT,10.0,Landline Issue,9.0,2025-08-25 11:20:06.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,128.0,1,1,0
2025-09-11,Other,"The customer is requesting to roll over data to their phone, which is a mobile-related query and not related to broadband or TV services.",Customer: ROLL OVER SOME DATA TO THIS PHONE PLEASE,1.0,Other (General Miscellaneous),5.0,2025-09-11 19:46:27.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,27.0,12,10,2
2025-09-22,Other,"The customer is primarily concerned about their landline not working, indicated by their attempts to make and receive calls on it and the agent diagnosing an Openreach issue with the landline connection. While broadband components are discussed, the core problem is related to the phone service.","Customer: 'BYE BECAUSE I'M USING THE PHONE TO RING YOU', 'OKAY AND THE NUMBER IS NOT RECOGNISED AGAIN', Agent: 'I WILL CONTACT OPENREACH SO THEY CAN CHECK WHAT IS HAPPENING ON YOUR WITH YOUR LANDLINE'",9.0,Landline Issue,9.0,2025-09-22 14:34:33.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,10548,0,0,213.0,3,3,0
2025-08-26,Other,"The customer's primary issue is that their landline is not working, preventing them from making calls. This is unrelated to broadband performance.","Customer: TELEPHONES NOT WORKING I CAN'T RING OUT
Customer: CALL MY CALLS CAN ONLY RECEIVED THEM
Agent: LET ME SUMMARIZE THIS CALL FOR YOU YOU CALLED ME WITH REGARDS TO THE LANDLINE AND STATED THAT LIKE YOU ARE NOT ABLE TO MAKE CALLS",10.0,Landline Issue,10.0,2025-08-26 15:05:14.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,7673,0,0,0.0,3,3,0
2025-09-08,Other,"The customer initially called to cancel their Sky subscription due to high costs. While technical issues with a Sky box were mentioned, the primary driver for the call was the price of their services, which was subsequently resolved by an upgrade and a reduced bill.",Customer: I WANT TO CANCEL MY SUBSCRIPTION...AND STUFF COST COST A SPIRAL I THINK IT WAS JUST RUN OUT OF CONTRACT SO IT'S JUMPED UP MASSIVELY PRESS,,Contract or Cancellation,7.0,2025-09-08 14:28:36.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,82.0,1,1,1
2025-08-25,Other,The customer is experiencing an issue with their landline service not working after switching to fibre broadband. They cannot make or receive calls.,Customer: YEAH NOT TOO BAD REASON WHY I'M RINGING IS ALREADY OUT OF INTERNET CHANGING TO FIBRE OR WHATEVER IT IS YOU HAVE A WEEK AND I HAVEN'T GOT A LANDLINE I'VE HAD NO LANDLINE HANG FOR WEEKS... Customer: FITTED ABOUT A WEEK AGO AND HE SAYS ALL WORKING I CAN'T MAKE CALLS OR RECEIVE CALLS,10.0,Landline Issue,10.0,2025-08-25 17:33:24.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,133.0,1,1,0
2025-08-24,Other,"The customer is reporting an issue with their landline telephone, specifically that it's not connecting after a Sky broadband change. They have no dial tone and cannot make or receive calls.",Customer: OH YEAH I'M AT MY MOM'S RECENTLY HAD A SKY BROADBAND CHANGED AND WE'RE HAVING TROUBLE CONNECTING YOUR LANDLINE TELEPHONE ... Customer: NOTHING AND WHEN I TRY RINGING THE NUMBER IT'S SAYING I TRY RINGING MOM'S HOME NUMBER IT SAYS THIS NUMBER IS NOT RECOGNISED OR SOMETHING ... Customer: YEAH ALL IT'S SAYING ON THE HANDSET SAYS CHECK PHONE LINE,10.0,Landline Issue,10.0,2025-08-24 15:46:51.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,134.0,2,2,0
2025-09-14,Other,"The customer is experiencing an issue with their Sky Reminder Call feature, which is not working as expected. This is a feature of their landline service, not related to broadband performance.",Customer: 'SKY REMINDER CALL AND IT'S NOT WORKING.' Agent: 'IS THAT LIKE A FEATURE OF THE LANDLINE NOT FAMILIAR WITH THAT'. Customer: 'IT'S A IT'S A FEATURE THE LANDLINE YEAH'. Customer: 'WHICH JUST NOT RINGING ME BACK.',10.0,Landline Issue,10.0,2025-09-14 08:53:08.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,1.0,3,3,0
