call_date,label,confidence,selected_outcome_cleaned,suggested_outcome_cleaned,outcome_cost,engineer_reported_symptom,sc_call_next_7d_flag,latest_selected_outcome_7d,bb_churn_next_30d,first_csg_call_reason,mot_wifi_status_any_red_prev_1wk,mot_unreliable_wifi_any_red_prev_1wk,mot_slow_wifi_any_red_prev_1wk,mot_poor_coverage_any_red_prev_1wk
2025-07-23,Slow Wi-Fi,9,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-19,Unreliable Wi-Fi,9,UNFULFILED,CONFIRM_RESOLVED,0,,1,REPLACE_HUB,0,No Connection,0,0,0,0
2025-07-23,Slow Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,1,,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,1,UNFULFILED,0,Manage Visit,0,0,0,0
2025-07-23,Other,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,1,0,0
2025-07-23,Other,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Poor Coverage,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Slow Wi-Fi,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,9,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Poor Coverage,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Other,10,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Poor Coverage,9,UNFULFILED,UNFULFILED,0,,1,UNFULFILED,0,No change,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,UNFULFILED,0,,1,UNFULFILED,0,,0,0,0,1
2025-07-23,Poor Coverage,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Other,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,10,UNFULFILED,UNFULFILED,0,,1,UNFULFILED,0,No Connection,0,0,0,1
2025-07-23,Other,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,1,UNFULFILED,0,BB provisioning-Cancel,0,0,0,1
2025-07-23,Slow Wi-Fi,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-21,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,BOOK_WIFI_GUARANTEE_VISIT,0,Wifi / Network,0,0,0,0
2025-07-23,Poor Coverage,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,1,0,1
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,1,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-18,Other,9,UNFULFILED,CONFIRM_RESOLVED,0,,1,REPLACE_HUB,0,,0,0,0,0
2025-07-16,Other,8,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,CONFIRM_RESOLVED,0,Wifi / Network,0,0,0,0
2025-07-23,Other,10,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-20,Other,9,UNFULFILED,UNFULFILED,0,,1,ESCALATE_TO_NETWORK,0,New Glass,0,0,0,1
2025-07-23,Unreliable Wi-Fi,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Poor Coverage,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-17,Poor Coverage,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,INCOMPLETE,0,Wifi / Network,0,0,0,0
2025-07-23,Other,9,UNFULFILED,UNFULFILED,0,,1,UNFULFILED,0,Install/Activation Fees,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Other,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,1,1
2025-07-23,Wi-Fi Status,10,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Unclear,1,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,UNFULFILED,0,,0,0,0,1
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-17,Poor Coverage,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,BBTTE,0,,0,0,0,1
2025-07-23,Wi-Fi Status,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-21,Poor Coverage,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,10,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Other,8,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Other,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,1,1
2025-07-23,Other,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-16,Other,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,INCOMPLETE,0,Explain or Reduce Bill,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,1
2025-07-23,Other,8,UNFULFILED,MANAGE_EXPECTATIONS,0,,1,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,1,0,1
2025-07-22,Unreliable Wi-Fi,10,UNFULFILED,CONFIRM_RESOLVED,0,,1,REPLACE_HUB,0,Intermittent Connection,0,0,0,0
2025-07-23,Wi-Fi Status,10,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Wi-Fi Status,9,UNFULFILED,UNFULFILED,0,,0,UNFULFILED,0,,0,1,0,1
2025-07-23,Wi-Fi Status,9,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,1,0,1
2025-07-17,Slow Wi-Fi,9,UNFULFILED,CONFIRM_RESOLVED,0,,1,INCOMPLETE,0,New Glass,0,0,0,0
2025-07-23,Other,9,UNFULFILED,CONFIRM_RESOLVED,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Poor Coverage,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-23,Slow Wi-Fi,9,UNFULFILED,MANAGE_EXPECTATIONS,0,,0,UNFULFILED,0,,0,0,0,0
2025-07-22,Other,10,UNFULFILED,CONFIRM_RESOLVED,0,,1,INCOMPLETE,0,No Dial Tone,0,0,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,1,BBTTE,0,Intermittent Connection,0,0,0,0
2025-07-24,Poor Coverage,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - Intermittent Speed Slow,1,BBTTE,0,Engineer Support Call,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT WiFi Guarantee,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,1,BBTTE,0,Solid Amber Light,0,1,0,1
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-21,Unreliable Wi-Fi,8,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - Slow Speed,1,ESCALATE_TO_NETWORK,0,Engineer Support Call,0,0,0,1
2025-07-22,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,1,INCOMPLETE,0,BB provisioning-Track Order,0,0,0,0
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,1
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Optimisation,0,BBTTE,0,,0,0,0,0
2025-07-24,Slow Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-23,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,1,INCOMPLETE,0,Undetermined Broadband Fault,0,0,0,0
2025-07-24,Unclear,1,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Poor Coverage,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,1
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,ESCALATE_TO_NETWORK,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,5,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-22,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,ESCALATE_TO_NETWORK,0,Engineer Support Call,0,0,0,0
2025-07-22,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,1,LOG_UNAPPOINTED,0,Manage Visit,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,1,ESCALATE_TO_NETWORK,0,Undetermined Broadband Fault,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Optimisation,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,1,1
2025-07-23,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,1,ESCALATE_TO_NETWORK,0,Hardware & Equipment,0,0,0,0
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Installation,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Q - As Is,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,1
2025-07-24,Slow Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Installation,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,BBTTE,0,Hardware & Equipment,0,0,0,1
2025-07-24,Unreliable Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,1,ESCALATE_TO_NETWORK,0,,0,0,0,0
2025-07-24,Wi-Fi Status,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-07-24,Slow Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Optimisation,0,BBTTE,0,,0,0,0,0
2025-07-21,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,1,ESCALATE_TO_NETWORK,0,No Connection,0,0,0,1
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,BBTTE,0,,0,0,0,1
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,BBTTE,0,Debt - Call Post PDD,0,0,0,0
2025-07-22,Wi-Fi Status,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - No Sync,1,ESCALATE_TO_NETWORK,0,Engineer Support Call,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,1,BBTTE,0,Engineer Support Call,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,1,BBTTE,0,Undetermined Broadband Fault,0,0,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Installation,0,BBTTE,0,,0,0,0,1
2025-07-22,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,ESCALATE_TO_NETWORK,0,Connectivity,0,0,0,0
2025-07-24,Poor Coverage,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Optimisation,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Talk - No Dial Tone,0,BBTTE,1,,0,0,0,0
2025-07-24,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Talk - Noise on the line,0,BBTTE,0,,0,0,0,1
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-22,Other,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Talk - No Dial Tone,1,ESCALATE_TO_NETWORK,0,Connectivity,0,0,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-21,Other,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,1,INCOMPLETE,0,Intermittent Connection,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,1
2025-07-24,Other,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Talk - Noise on the line,0,BBTTE,0,,0,0,0,1
2025-07-24,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Optimisation,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Optimisation,0,BBTTE,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,1,ESCALATE_TO_NETWORK,0,Engineer Support Call,0,0,0,1
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,,0,BBTTE,1,,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - Intermittent Speed Slow,1,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,1,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Slow Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,7,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,1,0,0
2025-07-24,Unreliable Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,10,BBTTE,CONFIRM_RESOLVED,69,TT Talk - No Dial Tone,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Wi-Fi Status,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,BBTTE,0,Engineer Support Call,0,0,0,0
2025-07-24,Other,8,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,1,0,1
2025-07-24,Unreliable Wi-Fi,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-07-24,Other,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - No Sync,0,BBTTE,0,,0,0,0,0
2025-07-20,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,ESCALATE_TO_NETWORK,0,Engineer Support Call,0,0,0,0
2025-07-24,Other,7,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - Slow Speed,0,BBTTE,1,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,1,BBTTE,0,No Connection,0,0,0,0
2025-07-24,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Q - As Is,0,BBTTE,0,,0,0,0,0
2025-07-22,Wi-Fi Status,10,BBTTE,CONFIRM_RESOLVED,69,TT Broadband - No Sync,1,ESCALATE_TO_NETWORK,0,Engineer Support Call,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,CONFIRM_RESOLVED,69,TT WiFi Guarantee,0,BBTTE,0,,0,1,0,1
2025-07-23,Other,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Talk - No Dial Tone,1,LOG_APPOINTED,0,Manage Visit,0,0,0,0
2025-07-24,Other,9,BBTTE,CONFIRM_RESOLVED,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,1,0,1
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband -  Connection Dropping out,0,BBTTE,0,,0,0,0,0
2025-07-24,Slow Wi-Fi,10,BBTTE,MANAGE_EXPECTATIONS,69,TT Broadband - Slow Speed,0,BBTTE,0,,0,0,0,0
2025-07-24,Poor Coverage,10,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-07-24,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,0,BOOK_WIFI_GUARANTEE_VISIT,0,,0,0,0,0
2025-07-23,Unreliable Wi-Fi,9,BOOK_WIFI_GUARANTEE_VISIT,MANAGE_EXPECTATIONS,69,,1,ESCALATE_TO_NETWORK,0,BB Router Fault,0,0,0,0
