call_date,label,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
2025-08-05,Other,10.0,Billing or Credit,8.0,2025-08-05 17:44:11.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,131.0,19,6,9
2025-08-06,Other,8.0,Contract or Cancellation,9.0,2025-08-06 12:55:13.000000 UTC,,,INCOMPLETE,0,0,0,0,,1,1,147.0,1,1,1
2025-08-22,Other,9.0,TV or Device Issue,9.0,2025-08-22 15:19:59.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,,1,1,0
2025-08-02,Other,9.0,Landline Issue,10.0,2025-08-02 12:49:22.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,156.0,1,1,0
2025-09-09,Other,9.0,Landline Issue,10.0,2025-09-09 10:29:28.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,36.0,2,2,0
2025-08-27,Other,7.0,TV or Device Issue,6.0,2025-08-27 15:06:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,1.0,2,2,0
2025-08-23,Other,9.0,Existing Order or Installation,8.0,2025-08-23 16:47:04.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,41.0,7,7,0
2025-08-02,Other,9.0,TV or Device Issue,10.0,2025-08-02 10:27:25.000000 UTC,,,INCOMPLETE,0,1,3,3,4743,1,1,5.0,1,1,0
2025-09-08,Other,9.0,Advanced Wi-Fi Configuration or Settings,8.0,2025-09-08 15:37:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,1.0,1,1,0
2025-08-21,Other,9.0,Landline Issue,10.0,2025-08-21 12:55:47.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,78.0,1,1,0
2025-10-21,Other,9.0,Landline Issue,10.0,2025-10-21 17:40:10.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,113.0,5,4,1
2025-08-22,Other,9.0,TV or Device Issue,8.0,2025-08-22 16:43:54.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,70.0,1,1,0
2025-09-16,Other,9.0,Advanced Wi-Fi Configuration or Settings,7.0,2025-09-16 15:29:01.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,45.0,1,1,0
2025-08-04,Other,10.0,Landline Issue,9.0,2025-08-04 13:16:56.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,64.0,3,3,0
2025-10-20,Other,9.0,Landline Issue,9.0,2025-10-20 11:22:33.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,179.0,10,7,0
2025-10-22,Other,9.0,Contract or Cancellation,8.0,2025-10-22 11:45:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,4,3,2
2025-10-21,Other,10.0,Landline Issue,10.0,2025-10-21 14:48:48.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,85.0,1,1,0
2025-09-01,Other,9.0,Billing or Credit,8.0,2025-09-01 14:47:39.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,32.0,3,2,2
2025-10-22,Other,10.0,Landline Issue,9.0,2025-10-22 11:32:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,199.0,1,1,0
2025-08-06,Other,9.0,TV or Device Issue,9.0,2025-08-06 09:02:19.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,106.0,3,2,1
2025-09-05,Other,9.0,Landline Issue,10.0,2025-09-05 19:41:46.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,18.0,1,1,0
2025-09-18,Other,8.0,Other (General Miscellaneous),7.0,2025-09-18 11:33:26.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,116.0,3,2,1
2025-09-24,Other,9.0,TV or Device Issue,9.0,2025-09-24 20:50:53.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,220.0,1,1,0
2025-10-30,Other,10.0,TV or Device Issue,8.0,2025-10-30 19:09:44.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,107.0,1,1,0
2025-08-22,Other,9.0,Billing or Credit,9.0,2025-08-22 18:12:13.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,144.0,1,1,1
2025-09-11,Other,9.0,Existing Order or Installation,8.0,2025-09-11 09:21:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,115.0,4,4,1
2025-08-28,Other,9.0,TV or Device Issue,9.0,2025-08-28 17:10:24.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,2,0
2025-08-30,Other,10.0,Landline Issue,10.0,2025-08-30 11:21:19.000000 UTC,,,INCOMPLETE,0,1,1,0,,0,0,194.0,4,4,0
2025-08-05,Other,8.0,Existing Order or Installation,9.0,2025-08-05 12:14:05.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,39.0,3,1,2
2025-08-26,Other,10.0,Landline Issue,10.0,2025-08-26 09:17:28.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,99.0,2,2,0
2025-10-27,Other,10.0,TV or Device Issue,8.0,2025-10-27 09:18:26.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,34.0,1,1,0
2025-09-03,Other,9.0,Landline Issue,10.0,2025-09-03 16:50:18.000000 UTC,,,INCOMPLETE,0,1,1,0,,0,0,149.0,2,2,1
2025-09-22,Other,10.0,Existing Order or Installation,9.0,2025-09-22 17:13:21.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,92.0,2,2,1
2025-09-10,Other,10.0,Landline Issue,9.0,2025-09-10 15:29:33.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,94.0,5,5,1
2025-09-16,Other,10.0,TV or Device Issue,9.0,2025-09-16 19:22:54.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,17.0,4,3,2
2025-09-05,Other,8.0,Landline Issue,8.0,2025-09-05 11:43:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,184.0,1,1,0
2025-10-19,Other,10.0,Advanced Wi-Fi Configuration or Settings,8.0,2025-10-19 18:19:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,161.0,2,2,0
2025-10-20,Other,10.0,Landline Issue,10.0,2025-10-20 10:25:31.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,134.0,6,4,0
2025-08-29,Other,9.0,Contract or Cancellation,6.0,2025-08-29 11:17:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,29.0,2,1,2
2025-08-21,Other,10.0,Landline Issue,10.0,2025-08-21 13:39:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,6,5,3
2025-09-16,Other,9.0,TV or Device Issue,9.0,2025-09-16 20:26:10.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,5.0,1,1,0
2025-08-25,Other,9.0,TV or Device Issue,8.0,2025-08-25 11:55:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,1,1,0
2025-10-28,Other,10.0,Landline Issue,10.0,2025-10-28 15:58:13.000000 UTC,,,INCOMPLETE,0,1,1,1,485,0,0,154.0,1,1,0
2025-10-27,Other,10.0,Landline Issue,9.0,2025-10-27 13:17:06.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,62.0,5,5,0
2025-08-30,Other,9.0,Landline Issue,9.0,2025-08-30 13:28:05.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,140.0,2,2,1
2025-09-22,Other,9.0,Upgrade or Package Change,6.0,2025-09-22 16:31:32.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,192.0,5,4,3
2025-09-01,Other,10.0,Landline Issue,10.0,2025-09-01 18:46:08.000000 UTC,,,INCOMPLETE,0,1,2,3,525,0,0,112.0,1,1,0
2025-08-30,Other,9.0,Broadband Hardware Issue,8.0,2025-08-30 14:28:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,103.0,1,1,0
2025-08-04,Other,10.0,Account Enquiry or Move,6.0,2025-08-04 17:10:14.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,1.0,1,1,0
2025-09-11,Other,10.0,TV or Device Issue,9.0,2025-09-11 18:18:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,1,20.0,1,1,0
2025-09-18,Other,8.0,TV or Device Issue,9.0,2025-09-18 13:53:53.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,92.0,1,1,0
2025-09-08,Other,10.0,Landline Issue,10.0,2025-09-08 10:25:22.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,17.0,5,4,0
2025-08-29,Other,9.0,Landline Issue,9.0,2025-08-29 12:45:14.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,195.0,1,1,0
2025-11-03,Other,10.0,Landline Issue,10.0,2025-11-03 08:59:16.000000 UTC,,,INCOMPLETE,0,1,1,1,534,0,0,68.0,1,1,0
2025-09-03,Other,9.0,Existing Order or Installation,8.0,2025-09-03 17:29:47.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,203.0,2,2,0
2025-11-02,Other,9.0,Billing or Credit,8.0,2025-11-02 13:16:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,100.0,2,2,1
2025-09-06,Other,9.0,TV or Device Issue,9.0,2025-09-06 16:47:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,6.0,1,1,0
2025-10-27,Other,8.0,TV or Device Issue,9.0,2025-10-27 11:40:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,56.0,1,1,0
2025-10-30,Other,10.0,Landline Issue,10.0,2025-10-30 09:17:29.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,216.0,1,1,0
2025-08-30,Other,10.0,Landline Issue,10.0,2025-08-30 11:14:01.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,150.0,1,1,0
2025-11-03,Other,10.0,Landline Issue,8.0,2025-11-03 16:27:50.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,114.0,3,1,2
2025-08-23,Other,9.0,TV or Device Issue,9.0,2025-08-23 12:30:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,29.0,3,2,0
2025-10-21,Other,9.0,Landline Issue,10.0,2025-10-21 08:18:11.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,139.0,10,9,0
2025-10-24,Other,6.0,Landline Issue,5.0,2025-10-24 16:15:49.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,37.0,7,3,4
2025-10-22,Other,10.0,Landline Issue,10.0,2025-10-22 11:49:54.000000 UTC,,,INCOMPLETE,0,1,2,0,,0,0,213.0,4,4,2
2025-08-26,Other,10.0,Existing Order or Installation,9.0,2025-08-26 12:20:59.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,14.0,3,3,1
2025-08-31,Other,10.0,TV or Device Issue,10.0,2025-08-31 15:27:07.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,197.0,1,1,0
2025-09-16,Other,9.0,TV or Device Issue,9.0,2025-09-16 08:46:00.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,68.0,1,1,0
2025-09-03,Other,8.0,TV or Device Issue,8.0,2025-09-03 15:11:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,135.0,1,1,0
2025-10-24,Other,9.0,Billing or Credit,9.0,2025-10-24 10:11:56.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,24.0,3,3,1
2025-09-09,Other,9.0,TV or Device Issue,9.0,2025-09-09 20:12:56.000000 UTC,,,INCOMPLETE,0,1,1,1,649,0,0,17.0,1,1,0
2025-08-21,Other,8.0,Existing Order or Installation,9.0,2025-08-21 09:00:07.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,26.0,2,2,0
2025-09-02,Other,10.0,TV or Device Issue,9.0,2025-09-02 11:21:27.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,110.0,1,1,0
2025-09-23,Other,9.0,TV or Device Issue,8.0,2025-09-23 10:03:47.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,61.0,1,1,0
2025-10-26,Other,8.0,TV or Device Issue,9.0,2025-10-26 10:30:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,14.0,1,1,0
2025-10-27,Other,8.0,Existing Order or Installation,8.0,2025-10-27 17:37:07.000000 UTC,,,INCOMPLETE,0,1,1,1,3741,0,0,131.0,5,4,1
2025-10-22,Other,10.0,Landline Issue,9.0,2025-10-22 12:22:28.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,61.0,1,1,0
2025-10-22,Other,9.0,TV or Device Issue,9.0,2025-10-22 17:22:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,44.0,1,1,0
2025-09-17,Other,9.0,Upgrade or Package Change,8.0,2025-09-17 13:18:12.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,63.0,1,1,0
2025-09-03,Other,8.0,Landline Issue,9.0,2025-09-03 18:46:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,86.0,1,1,0
2025-09-13,Other,9.0,TV or Device Issue,9.0,2025-09-13 13:12:30.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,38.0,1,1,0
2025-08-11,Other,5.0,Upgrade or Package Change,8.0,2025-08-11 09:52:51.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,88.0,1,1,1
2025-08-21,Other,9.0,TV or Device Issue,9.0,2025-08-21 18:21:27.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,145.0,1,1,0
2025-09-11,Other,9.0,TV or Device Issue,9.0,2025-09-11 20:42:29.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,3.0,1,1,0
2025-10-22,Other,8.0,Landline Issue,10.0,2025-10-22 09:16:31.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,73.0,1,1,0
2025-10-27,Other,10.0,Account Enquiry or Move,8.0,2025-10-27 16:37:39.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,2,0
2025-08-27,Other,9.0,Landline Issue,10.0,2025-08-27 10:11:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,4.0,2,2,0
2025-10-21,Other,8.0,TV or Device Issue,9.0,2025-10-21 10:29:13.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,41.0,2,2,0
2025-10-30,Other,10.0,Existing Order or Installation,9.0,2025-10-30 17:53:08.000000 UTC,,,INCOMPLETE,0,1,1,1,8811,1,1,90.0,4,4,2
2025-10-27,Other,9.0,Landline Issue,7.0,2025-10-27 14:57:36.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,20.0,5,4,1
2025-08-05,Other,9.0,Landline Issue,8.0,2025-08-05 16:00:12.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,95.0,3,1,0
2025-10-21,Other,9.0,TV or Device Issue,8.0,2025-10-21 11:37:43.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,144.0,1,1,0
2025-09-13,Other,9.0,Existing Order or Installation,8.0,2025-09-13 12:55:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,1.0,2,2,0
2025-10-30,Other,9.0,Landline Issue,9.0,2025-10-30 17:35:00.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,187.0,3,3,0
2025-08-24,Other,9.0,TV or Device Issue,9.0,2025-08-24 13:27:54.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,44.0,2,2,0
2025-08-28,Other,10.0,Landline Issue,9.0,2025-08-28 16:35:52.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,49.0,2,2,0
2025-11-02,Other,9.0,TV or Device Issue,8.0,2025-11-02 14:04:13.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,66.0,1,1,0
2025-10-28,Other,9.0,Landline Issue,10.0,2025-10-28 15:20:11.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,91.0,1,1,0
2025-08-26,Other,10.0,TV or Device Issue,10.0,2025-08-26 19:39:51.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,61.0,1,1,0
2025-10-26,Other,9.0,TV or Device Issue,8.0,2025-10-26 19:43:48.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,2,0
2025-11-02,Other,10.0,Landline Issue,10.0,2025-11-02 12:28:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,104.0,1,1,0
2025-10-28,Other,10.0,Account Enquiry or Move,8.0,2025-10-28 15:48:49.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,6.0,3,0,0
2025-08-21,Other,10.0,Landline Issue,10.0,2025-08-21 14:56:48.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,3,2,1
2025-08-28,Other,10.0,TV or Device Issue,9.0,2025-08-28 09:32:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,13.0,1,1,0
2025-09-12,Other,9.0,Account Enquiry or Move,6.0,2025-09-12 10:45:37.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,78.0,32,23,6
2025-10-28,Other,10.0,Landline Issue,10.0,2025-10-28 09:09:28.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,152.0,1,1,0
2025-08-29,Other,8.0,Account Enquiry or Move,6.0,2025-08-29 11:30:29.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,34.0,2,2,0
2025-09-22,Other,9.0,Landline Issue,10.0,2025-09-22 17:58:40.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,140.0,1,1,0
2025-08-21,Other,9.0,TV or Device Issue,7.0,2025-08-21 10:49:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,51.0,2,1,1
2025-09-10,Other,8.0,TV or Device Issue,8.0,2025-09-10 13:03:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,135.0,1,1,0
2025-08-21,Other,9.0,Contract or Cancellation,10.0,2025-08-21 13:57:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,1,1,42.0,1,1,1
2025-08-03,Other,9.0,TV or Device Issue,9.0,2025-08-03 10:43:31.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,39.0,1,1,0
2025-08-27,Other,9.0,Existing Order or Installation,9.0,2025-08-27 09:01:33.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,25.0,3,3,0
2025-09-24,Other,9.0,Billing or Credit,8.0,2025-09-24 14:41:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,109.0,3,3,0
2025-08-22,Other,9.0,TV or Device Issue,8.0,2025-08-22 13:13:24.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,101.0,1,1,0
2025-11-03,Other,10.0,Landline Issue,9.0,2025-11-03 10:50:03.000000 UTC,,,INCOMPLETE,0,1,1,0,,0,0,140.0,3,3,0
2025-09-23,Other,10.0,Contract or Cancellation,9.0,2025-09-23 11:24:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,3.0,1,0,1
2025-09-22,Other,9.0,TV or Device Issue,8.0,2025-09-22 18:46:51.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,4.0,2,2,0
2025-08-04,Other,10.0,Landline Issue,10.0,2025-08-04 17:53:47.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,1.0,1,1,0
2025-10-29,Other,10.0,Other (General Miscellaneous),7.0,2025-10-29 08:46:44.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,37.0,1,1,0
2025-09-10,Other,9.0,TV or Device Issue,9.0,2025-09-10 10:24:52.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,126.0,1,0,0
2025-10-30,Other,8.0,TV or Device Issue,9.0,2025-10-30 18:28:36.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,29.0,1,1,0
2025-09-10,Other,9.0,Existing Order or Installation,9.0,2025-09-10 13:24:27.000000 UTC,,,INCOMPLETE,0,1,4,6,30568,0,0,165.0,10,10,0
2025-10-21,Other,9.0,TV or Device Issue,9.0,2025-10-21 15:36:12.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,10.0,1,1,0
2025-08-26,Other,10.0,Other (General Miscellaneous),8.0,2025-08-26 15:54:19.000000 UTC,,,INCOMPLETE,0,1,1,0,,0,0,0.0,6,6,3
2025-08-29,Other,9.0,Billing or Credit,7.0,2025-08-29 13:25:06.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,122.0,4,3,1
2025-10-19,Other,8.0,TV or Device Issue,9.0,2025-10-19 10:18:03.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,36.0,2,2,0
2025-09-09,Other,9.0,Billing or Credit,7.0,2025-09-09 14:34:22.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,22.0,1,1,0
2025-08-04,Other,9.0,TV or Device Issue,6.0,2025-08-04 17:49:09.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,1.0,5,3,1
2025-09-01,Other,10.0,Landline Issue,10.0,2025-09-01 18:44:49.000000 UTC,,,INCOMPLETE,0,1,1,0,,0,0,190.0,3,3,0
2025-09-15,Other,8.0,Contract or Cancellation,7.0,2025-09-15 15:33:01.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,189.0,1,1,0
2025-09-23,Other,10.0,Landline Issue,10.0,2025-09-23 16:14:20.000000 UTC,,,INCOMPLETE,0,1,2,2,1524,0,0,72.0,1,1,0
2025-09-05,Other,9.0,Landline Issue,9.0,2025-09-05 09:55:52.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,220.0,1,1,0
2025-09-11,Other,9.0,Existing Order or Installation,8.0,2025-09-11 17:55:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,66.0,2,1,1
2025-09-02,Other,9.0,TV or Device Issue,9.0,2025-09-02 11:36:39.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,1,1,0
2025-09-16,Other,8.0,Landline Issue,7.0,2025-09-16 12:08:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,64.0,1,1,0
2025-09-07,Other,10.0,Other (General Miscellaneous),2.0,2025-09-07 13:48:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,109.0,1,0,0
2025-09-15,Other,9.0,TV or Device Issue,9.0,2025-09-15 19:03:12.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,145.0,1,1,0
2025-10-22,Other,10.0,Existing Order or Installation,8.0,2025-10-22 11:11:40.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,5.0,3,2,0
2025-10-29,Other,9.0,Contract or Cancellation,8.0,2025-10-29 10:15:04.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,143.0,1,1,0
2025-09-15,Other,9.0,TV or Device Issue,9.0,2025-09-15 15:56:07.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,1,0
2025-08-02,Other,9.0,Upgrade or Package Change,8.0,2025-08-02 10:47:52.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,68.0,1,1,0
2025-09-10,Other,10.0,TV or Device Issue,9.0,2025-09-10 11:10:27.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,146.0,1,1,0
2025-08-29,Other,10.0,TV or Device Issue,9.0,2025-08-29 20:17:15.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,1,1,0
2025-10-28,Other,8.0,Upgrade or Package Change,7.0,2025-10-28 17:20:32.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,4.0,1,1,0
2025-09-08,Other,8.0,Existing Order or Installation,8.0,2025-09-08 10:19:32.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,16.0,2,1,1
2025-09-09,Other,10.0,Landline Issue,9.0,2025-09-09 17:31:42.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,15.0,1,1,0
2025-08-04,Other,9.0,Existing Order or Installation,9.0,2025-08-04 11:41:21.000000 UTC,,,INCOMPLETE,0,1,1,1,6343,0,0,8.0,3,3,0
2025-09-03,Other,9.0,Landline Issue,8.0,2025-09-03 11:53:13.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,81.0,4,3,0
2025-10-31,Other,9.0,TV or Device Issue,9.0,2025-10-31 09:25:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,88.0,1,1,0
2025-08-24,Other,10.0,Existing Order or Installation,8.0,2025-08-24 12:55:53.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,29.0,1,1,0
2025-10-20,Other,9.0,Contract or Cancellation,8.0,2025-10-20 14:02:01.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,133.0,1,1,1
2025-10-29,Other,10.0,Landline Issue,10.0,2025-10-29 19:15:22.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,72.0,3,3,0
2025-08-25,Other,9.0,Upgrade or Package Change,8.0,2025-08-25 14:48:38.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,19.0,2,1,1
2025-08-02,Other,9.0,Other (General Miscellaneous),3.0,2025-08-02 12:38:12.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,214.0,1,1,0
2025-08-28,Other,9.0,TV or Device Issue,9.0,2025-08-28 12:02:53.000000 UTC,,,INCOMPLETE,0,1,1,1,859,0,0,93.0,1,1,0
2025-08-18,Other,9.0,Existing Order or Installation,8.0,2025-08-18 09:09:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,157.0,2,2,0
2025-08-21,Other,9.0,Existing Order or Installation,8.0,2025-08-21 08:49:18.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,2,0
2025-10-23,Other,10.0,TV or Device Issue,9.0,2025-10-23 11:10:40.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,86.0,1,1,0
2025-08-25,Other,9.0,Broadband Hardware Issue,8.0,2025-08-25 08:55:24.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,84.0,5,5,0
2025-08-27,Other,9.0,Account Enquiry or Move,8.0,2025-08-27 17:48:14.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,36.0,3,3,0
2025-11-03,Other,10.0,Billing or Credit,9.0,2025-11-03 14:53:28.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,35.0,3,3,0
2025-09-16,Other,9.0,Upgrade or Package Change,8.0,2025-09-16 19:04:12.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,61.0,1,1,0
2025-09-05,Other,9.0,TV or Device Issue,8.0,2025-09-05 18:31:01.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,42.0,3,1,2
2025-08-27,Other,9.0,Landline Issue,8.0,2025-08-27 14:29:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,40.0,2,1,1
2025-09-17,Other,10.0,Existing Order or Installation,9.0,2025-09-17 10:33:28.000000 UTC,,,INCOMPLETE,0,1,1,1,1136,0,0,19.0,4,2,2
2025-09-14,Other,9.0,TV or Device Issue,9.0,2025-09-14 13:16:52.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,15.0,1,1,0
2025-09-14,Other,6.0,Account Enquiry or Move,7.0,2025-09-14 10:59:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,21.0,4,4,0
2025-10-31,Other,9.0,Broadband Hardware Issue,8.0,2025-10-31 11:18:29.000000 UTC,,,INCOMPLETE,0,1,2,2,2765,0,0,46.0,2,2,0
2025-10-27,Other,9.0,TV or Device Issue,9.0,2025-10-27 15:11:52.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,77.0,1,1,0
