call_date,label,long_reason,evidence,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,suggested_outcome,suggested_outcome_cleaned,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d,first_csg_call_reason,last_csg_call_reason,engineer_reported_cause,engineer_reported_symptom,engineer_reported_action
2025-09-03,Unreliable Wi-Fi,"The customer reports that their broadband internet and phone service keeps going ""on and off,"" indicating an intermittent connection problem.","Customer: ""I'M HAVING TROUBLE WITH MY BROADBAND INTERNET AND MY PHONE AS WELL IT KEEPS GOING ON AND OFF THEN IT'S BEEN MORE OFF THAN ON THESE LAST FEW DAYS"" Agent: ""YOUR BROADBAND IS DROPPING OUT AND THE TELEPHONE LOSING SIGNAL"" Customer: ""YES YES""",10,,,2025-09-03 11:50:33 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,187,1,1,0,,,,,
2025-10-31,Unreliable Wi-Fi,"The customer reports that their new Sky Stream box is giving problems, with programs flicking and a technical problem message appearing, indicating an unreliable connection to the streaming service, which relies on a stable Wi-Fi connection.",“IT HAS BEEN GIVING PROBLEMS...STILL DOING THE SAME THING...IT'S GOING TO BELIEVE ABOUT TO <PERSON> FOR <NUMBER> MINUTES STUBS AND GIBSON FLICKING AND THEN THERE'S A MESSAGE THAT IS COMING YEAH THESE TECHNICAL PROBLEM NEAR PLEASE TRY AGAIN LATER.”,8,,,2025-10-31 13:35:56 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,10,5,4,1,,,,,
2025-11-01,Slow Wi-Fi,"The customer is experiencing slow internet speeds, evidenced by a speed test showing 2.5 Mbps, and believes the connection is 'useless.' The agent suggests the issue could be due to too many devices or the current broadband speed not being sufficient for the customer's usage.",Customer: 'I've just done know just to check and reading 2.5 point 2.5' and '2.5 point 2.5 point 2.5 that's useless' and 'it says your Wi-Fi restore'. Agent: 'it might be the issue coming from the too many devices are using the connection at the moment' and 'the speed is not enough for your with',9,,,2025-11-01 15:37:02 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,21,1,1,0,,,,,
2025-08-01,Other,"The customer is experiencing issues with their Sky Stream pucks, which are not setting up correctly or working as expected. They mention faulty pucks and problems with software updates, which are directly related to the Sky Stream device itself rather than the broadband service.",‘I started my subscription with Sky… I attempted to set up the pucks… they didn't work’ and ‘She said there's an issue with the box’ and ‘my service and the puck I've tried several times to startup and it won't work.’ and 'It says update the software is a bar and that's what I'm nothing it hasn't it hasn't updated at all' and 'So I got 2 of them with the same code number and neither are working',9,TV or Device Issue,9,2025-08-01 13:39:29 UTC,,,INCOMPLETE,,INCOMPLETE,0,1,1,1,8458,0,0,1,3,3,0,Wifi / Network,Wifi / Network,,,
2025-09-14,Wi-Fi Status,"The customer initially reports issues logging into their Sky account, but the agent then checks the broadband and the customer confirms that their phone connection failed and that the router lights were orange and stopped flashing. After a reset, the lights turned green and the internet connection was restored.",Customer: YEAH MY PHONE CONNECTION FAILED ... Customer: YOU'VE GOT INTERNET IT'S GOT <NUMBER> LIGHTS NOW ... Customer: NO YOU KNOW GREENS,9,,,2025-09-14 08:52:52 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,27,2,1,0,,,,,
2025-09-01,Other,"The customer initially reported that their landline wasn't working after a fibre optic broadband installation, which was resolved during the call. The customer then asked why their TV wasn't in HD anymore.",Customer: 'AND SINCE THEN OUR LANDLINE ISN'T WORKING FOR SOME REASON' and 'Also I don't know why my TV isn't in HD anymore',9,TV or Device Issue,8,2025-09-01 12:09:00 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,52,2,1,1,,,,,
2025-08-27,Other,"The customer is experiencing an issue where YouTube does not work when connected to Sky Wi-Fi on their phone and iPad, but it works fine when using mobile data. Other apps like Netflix and banking apps function correctly on Sky Wi-Fi.",Customer: 'IF I GO ON TO TAKE THE MOBILE DATA OFF AND DATA ALLOWANCE BECAUSE IN HOME AND I CAN YOU CONNECT UP TO SKY WIFI EVERYTHING <PERSON> WORKS INCLUDING <PERSON> OR YOU KNOW BUT WHEN I GO ONTO YOUTUBE IT DOESN'T WORK' and 'THE ONLY APP THAT IT'S NOT LETTING ME USE MY SKY WIFI IS YOUTUBE',9,TV or Device Issue,8,2025-08-27 19:36:51 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,205,1,1,0,,,,,
2025-09-03,Poor Coverage,"The customer reports that their Wi-Fi signal is not reaching the other half of their house, indicating an issue with poor coverage.","“THE BROADBAND THAT I'VE HAD FITTED A FEW MONTH BACK WIRELESS FUNDING THE FASTEST <NUMBER> OR WHATEVER BUT IT IS STILL NOT REACHING THE OTHER SIDE OF MY HOUSE” and ""THE WIFI IS NOT REACHING THE OTHER HALF OF THE HOUSE SO THAT'S WHY I NEED A BOOSTER""",10,,,2025-09-03 10:59:43 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,27,3,2,0,,,,,
2025-08-30,Other,"The customer is experiencing issues with their remote control and voice activation feature, which the agent attributes to interference and possibly a setup issue, or insufficient broadband speed for Sky Stream.",Customer: '...A PROBLEM WITH MY PUK AND MY REMOTE CONTROL... HE SAID IT LOOKS LIKE I NEED A NEW PACK AND THE NEW REMOTE CONTROL' and '...the remote control still doesn't work properly... I still get no voice activation.',9,TV or Device Issue,8,2025-08-30 09:30:22 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,11,1,1,0,,,,,
2025-08-29,Poor Coverage,"The customer complains that their Wi-Fi signal is poor in certain areas of their home, specifically the garden, and that calls and internet access cut out when moving between rooms. They also state that despite having multiple routers, the coverage is still insufficient.",Customer: MY SKY BOXES I REALLY SLOW THEY WON'T LOAD MY INTERNET SPEED THROUGHOUT MY WHOLE HOUSE AND IN MY GARDEN IS APPALLING AND ANNOYED AT ALL REALLY I THOUGHT THAT I'VE DONE ALL THE TESTS CHECKS THAT SAYS THE AFTER THAT IS FINE BUT I WAS NOT AT ALL THAT IS REALLY BAD. Customer: AND SITTING ON THE TELEPHONE TO A CUSTOMER IN MY HOUSE AND I'LL GO FROM <NUMBER> ROOM TO THE OTHER AND THEY CAN'T HEAR ME LITERALLY SIGNAL DISAPPEARS AND I'VE GOT <NUMBER> ROUTERS IN THE HOUSE LITERALLY INTERNET EVERYWHERE ITSELF HAPPENED JUST SO DAILY LIKE SOMEONE TO COME AND SEE ME BOOSTERS IN OR WHATEVER STUFF LIKE THAT TO MAKE THIS BETTER PLEASE. Customer: IT'S CALLED AS SOON AS I GO THROUGH MY DOOR GO ONTO INTERNET CALLS I'M ON THE INTERNET MAKING CALLS ALL MY PHONE WHEN I COME THROUGH MY HOUSE GOES TO INTERNET CALL SO I DON'T HAVE NO LIKE FREE CALLS. Customer: AND THEN IF I'M ON <PERSON> WHICH TO WHATSAPP CALL DIPS IN AND OUT FOR MY WHOLE HOUSE MY GOD I CAN'T EVEN MAKE PHONE CALLS FROM THE BOTTOM OF MY GARDEN AND NOT SEND MY GARDEN BIG EITHER BUT I CAN'T MAKE PHONE CALLS AND STUFF LIKE THAT SO I'M NOT COVERED IN MY PROPERTY BOUNDARY IS WHAT I'M SAYING. Customer: GOT THE MAIN HUB IN THE FRONT ROOM WE'VE GOT <NUMBER> IN THE KITCHEN <NUMBER> IN THE HALLWAY AND <NUMBER> IN OUR BEDROOM. Agent: REGARDING THE COVERAGE OF YOUR HOME IS THERE ANY SPECIFIC ROOM OR YOU DON'T HAVE ANY ISSUES AND ISSUES MORE FREQUENT IN A DIFFERENT ROOM OR IT'S JUST EVERYWHERE SLOW WHEREVER YOU HAVE COVERAGE? Customer: EVERYWHERE EVERYWHERE AND FLOW I KNOW WHAT YOU'RE SAYING <PERSON> SAYING EVERYTHING'S FINE AND YOU'RE LOOKING AT YOUR SCREEN BUT I WAS LOOKING AT MY THING AND THAT WAS IS FINE BUT IT'S NOT DOES NOT RING SO I DON'T UNDERSTAND WHAT'S GOING ON AND YOU KNOW IF I'M LYING IN BED WANT TO WATCH THE TELLY WHICH I'M PAYING A LOT OF MONEY FOR I WANT TELLY YOU KNOW,9,,,2025-08-29 13:49:05 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,31,2,1,1,,,,,
2025-08-05,Unreliable Wi-Fi,"The customer reports that their internet ""seems to freeze"" and affects their television and computer, indicating intermittent connectivity issues.","Customer: I'M THE LAST <NUMBER> OR <NUMBER> DAYS I'VE HAD QUITE A LOT OF BROADBAND ISSUES
Customer: THE INTERNET JUST SEEMS TO FREEZE IT AFFECTS THE TELEVISION AND EFFECT SOME
Agent: CUT CORRECT NO PROBLEM LET'S YEAH I THINK YOU TEST IS COMING BACK ALRIGHT SO IT MIGHT BE <PERSON> SENDING YOU A YEAH YEAH FLUCTUATE TINY BIT BUT NOT NOT ENOUGH TO AFFECT IT MAYBE SOMETHING A BIT NUMBER YOUR WIFI SO IT MAY BE <NUMBER> OF OUR GUYS SENT OUT LET'S JUST SEE WHAT HAPPENS WITH THE REST OF YOUR TEST SO WE'VE GOT A COUPLE OF DEVICES THAT YOU HAVE YOU BEEN HAVING TROUBLE WITH THE GALAXY AS WELL YOU'RE A <NUMBER>
Customer: THE TV STILL FROZEN AND EXPLAIN WHAT <NUMBER> MINUTES NOW",10,,,2025-08-05 12:02:30 UTC,,,INCOMPLETE,,INCOMPLETE,0,1,1,1,363,0,0,87,1,1,0,Pending Cancel Account,Pending Cancel Account,,,
2025-09-13,Unreliable Wi-Fi,"The customer reports their internet keeps dropping, indicating an intermittent and unreliable connection.",Customer: I'M RINGING UP I'M HAVING A BIT OF TROUBLE WITH MY INTERNET KEEPS DROPPING EVERYWHERE,8,,,2025-09-13 16:31:35 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,58,1,1,1,,,,,
2025-10-22,Poor Coverage,"The customer reports that after a broadband update, their Wi-Fi signal in certain areas of the home, particularly upstairs, is not as strong as it was previously, despite being told it would be stronger.",Customer: WE'VE JUST HAD BROADBAND UPDATED TODAY AND <PERSON> WE SEEM TO BE HAVING SOME ISSUES WITH THE WIFI I JUST WANTED TO CHECK I CAN'T GET IT TO CHECK IT ON MY PHONE I HAVE TRIED THE AUTOMATED CONNECTION TESTER BUT IT'S NOT REGISTERING ANYTHING ... Agent: SPEED AT THE COVERAGE THAT YOU HAD BEFORE IS NOT THE SAME AS IT WAS BEFORE ... Customer: IT DOESN'T SEEM TO BE I DON'T I DON'T REMEMBER HAVING ANY ISSUES WITH IT PREVIOUSLY BUT I DID THE PERSON THAT I SPOKE TO WHEN WE PLACE THE ORDER BECAUSE WE HAD A WIFI BOOSTER BEFORE HE SAID WE WOULDN'T NEED THAT THE WIFI SIGNAL WOULD BE FROM STRONGER THAN IT WAS PREVIOUSLY ... Agent: THAT'S NOT COMPLETELY TRUE UNFORTUNATELY BECAUSE THE SPEED <PERSON> BE MUCH BETTER THAN THE <NUMBER> YOU HAD BEFORE THE COVERAGE UPSTAIRS <PERSON> NOT BE THE SAME HERE,9,,,2025-10-22 18:46:12 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,43,2,1,1,,,,,
2025-11-01,Poor Coverage,"The customer reports that their Wi-Fi signal is really low in certain areas of the house, causing devices to disconnect. This is due to the router being moved to a corner of the house instead of the middle.",‘the signal's really low so on some devices that keeps disconnecting’ and 'it's moved into so it's only like downstairs bedroom at the end of the house',10,,,2025-11-01 10:01:18 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,41,1,1,0,,,,,
2025-08-24,Wi-Fi Status,"The customer's broadband was cut off, and they were initially getting orange and green lights on their router. After a line test and a power cycle, the Wi-Fi was restored.","Customer: ""IT'S TELEVISION IS NOT THE TELEVISION BUT THE BROADBAND IS AND APPARENTLY"" ... Agent: ""OKAY AND WHAT'S THE LIGHTS THAT YOU'RE GETTING ON YOUR BROADBAND AS OF NOW"" ... Customer: ""BUT IT'S ORANGE AND GREEN"" ... Customer: ""YEAH I'VE GOT I'VE GOT WIFI BACK ON MY BANK""",9,,,2025-08-24 20:24:20 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,1,6,5,0,,,,,
2025-09-09,Wi-Fi Status,"The customer reports that their internet connection is not working, as indicated by the flashing orange light on the internet and voice, and no light on the Wi-Fi. An engineer visit is arranged to address the issue.","Agent: WHAT TYPE THE LIGHTS RIGHT NOW CURRENTLY THE ON THE BROADBAND ROUTER
Customer: BECAUSE AT THE MOMENT I'VE GOT <NUMBER> GREEN LIGHT ON THE POWER FLASHING ORANGE LIGHT ON THE INTERNET AND ORANGE LIGHT ON THE VOICE AND THE WIFI BILL
Agent: AVOID
Customer: LIGHT AT ALL",9,,,2025-09-09 17:21:23 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,22,1,1,0,,,,,
2025-10-27,Wi-Fi Status,"The customer initially reported their Sky TV wasn't working and then explicitly stated their computer wasn't working either because it doesn't 'fee the hub', indicating a complete loss of internet connectivity to multiple devices.",YESTERDAY OR SKY TV WASN'T WORKING AND THE SIGNAL WASN'T WORKING ON THE NETWORK SETUP WAS HAVE A MIX UP SO A RESET REBOOTED THE WHOLE THING FOR THE TV AND MY COMPUTER'S NOT WORKING AT IT DOESN'T FEE THE HUB,8,,,2025-10-27 18:08:35 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,118,1,1,0,,,,,
2025-08-27,Poor Coverage,"The customer is reporting issues with their Wi-Fi signal in certain areas of their home, specifically affecting their alarm system and a computer, even though their phone appears connected.","BUT I'VE JUST DISCOVERED THAT NO WORKING MY ALARM SYSTEM"", ""I'M NOT SEEING YOUR LAPTOP OR COMPUTER",8,,,2025-08-27 10:27:22 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,95,3,2,1,,,,,
2025-08-01,Slow Wi-Fi,The customer reports their broadband has been slow for months. They had a speed check which confirmed very low download speeds.,Customer: OKAY IT'S JUST REALLY SLAB IT'S BEEN LIKE THIS FOR MONTHS AND MONTHS AND <PERSON> CAME YESTERDAY AND <PERSON> I'M NOT AFTER YOU SEE IT'S JUST ADVISED ME TO CALL YOU,10,,,2025-08-01 13:18:57 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,69,1,1,0,,,,,
2025-08-29,Unreliable Wi-Fi,"The customer reports that their broadband is constantly cutting out, affecting their daughter's work calls and making the TV pixelate. This started after they signed up for a new package.","I've had nothing but trouble with the broadband, constantly cutting out. It's my daughter's works for you know like on our flight cut out constantly. When the play again it's completely cutting off. And it's just not working any better because I was going to <PERSON> to be fair you are on some of the fastest speeds that we have but obviously there's something going on that's causing problems in the home.",9,,,2025-08-29 18:47:39 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,26,2,2,1,,,,,
2025-09-10,Poor Coverage,"The customer is experiencing issues with their mini TV box not connecting to the internet, despite the main TV working. This suggests a localized connectivity problem within the home.",Customer: 'THE MAIN TELEVISION <PERSON> COME ON BUT IT KEEPS SAYING THERE IS NO INTERNET THE OTHER TV WHICH WE HAVE IN THE KITCHEN <PERSON> NOT COME ON' and 'THIS IS ON THE MINI BOX NOT THE MAIN TV',9,,,2025-09-10 10:14:21 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,14,1,1,0,,,,,
2025-09-11,Unreliable Wi-Fi,"The customer is experiencing a 'really bad connection' with their Sky internet which is struggling to load webpages and affecting all devices. They've also noticed an orange light on their device which previously turned green after a reset, suggesting intermittent connectivity issues.",Customer: 'ARMY YEAH I'VE BEEN EXPERIENCING NOW FOR AROUND A WEEK JUST REALLY BAD CONNECTION WITH THE SKY AS WELL IS BASICALLY NOTHING <PERSON> LOAD WHAT I'M TRYING TO USE THE INTERNET' and 'I'VE NOTICED AS WELL LIKE EVERY TIME I LOOK AT THE THE DEVICE AS AN ORANGE LIGHT ON IT' and 'IT JUST SEEMS LIKE EVERYTHING DOESN'T WANT TO WORK LOAD',9,,,2025-09-11 20:28:33 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,126,1,1,0,,,,,
2025-08-31,Other,"The customer called to claim a credit due to their broadband previously not meeting the guaranteed minimum download speed, rather than to report a current issue.",I'VE BEEN HAVING SOME PROBLEMS WITH MY BROADBAND WHICH I THINK WAS RESOLVE THIS TIME BEING BUT I BELIEVE THE ON ELIGIBLE UNDER THE GUARANTEED MINIMUM DOWNLOAD SPEED AND MAKE SOME SORT OF A CLAIM,8,Billing or Credit,10,2025-08-31 12:39:35 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,1,1,1,0,,,,,
2025-10-19,Other,"The customer is experiencing issues with their landline service, which they have with their broadband deal. The phone displays 'check phone line' and there is no dialling tone.",Customer: 'what comes up on the phone is check phone line' and 'YOU KNOW NO THERE ISN'T' (referring to a dialling tone).,9,Landline Issue,9,2025-10-19 15:52:24 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,101,1,1,0,,,,,
2025-09-22,Wi-Fi Status,"The customer's internet is not connecting, and they mention that their app indicates it's not connected. This issue started after an engineer visit.",NO IT'S NOT CONNECTING TO THE INTERNET AS I <PERSON> I'VE JUST DONE IT ONLINE CHECK THROUGH MY MY APP AND THAT'S WHAT IT'S TELLING ME,9,,,2025-09-22 12:32:21 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,80,2,2,1,,,,,
2025-09-22,Unreliable Wi-Fi,"The customer reports their Wi-Fi keeps dropping out, is ""hit and miss"", and is ""dropping in and out"" leading to disconnections. While the initial call was about a Sky Mini Box, the customer clearly brings up a separate and distinct issue with their broadband connection being unreliable.",Customer: OKAY GREAT AND WE CAN JUST WHILE <PERSON> ON THE PHONE SAID THERE'S WIFI KEEPS DROPPING REALLY BADLY <NUMBER> DAY IT CAN BE SORT OF UP TO A <NUMBER> AND <NUMBER> AND <NUMBER> AND THEN THE NEXT DAY STRUGGLES THEY GET ABOVE SORT OF <NUMBER> IT'S IT'S REALLY HIT AND MISS AT THE MOMENT I JUST WONDERING IF IT'S SOMETHING YOU CAN... Customer: MEAN I'M ASSUMING IT CAN'T BE THAT ALREADY BECAUSE IT'S IT'S IT'S BEEN ALMOST IT'S BETTER THAN IT WAS BUT IT'S YOU KNOW IT'S DROPPING IN AND OUT LIKE IT DID BEFORE HAND... Customer: YES YEAH IT'S BEEN DONE A RESET ON IT AS WELL MADE TO START WITH THE <NUMBER> DAYS IT WAS ABSOLUTELY FINE IT WAS REALLY GOOD BUT THEN LIKE THE IT SUDDENLY DROPPED OUT BOTH WE'VE GOT <NUMBER> EXTENDED AND... Customer: I THINK BOTH THEN CERTAINLY <NUMBER> OF THEM SUDDENLY JUST DISCONNECTED AND IT TOOK IT TODAY JUST TO GET IT CONNECTED BACK UP AGAIN AND THEN LIKE I <PERSON> YESTERDAY AT <NUMBER> POINT IT DROPPED REALLY LOW IT JUST SEEMS REALLY HIT AND MISS BUT I I DON'T KNOW IT SEEMS LIKE THERE'S THERE'S SOMETHING NOT RIGHT WITH IT,9,,,2025-09-22 09:02:27 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,102,2,2,0,,,,,
2025-08-22,Poor Coverage,"The customer reports that the Wi-Fi signal is not reaching their downstairs TV after the broadband router was moved upstairs, preventing apps from working on the television.",THE PROBLEM NO WORRIES DOWNSTAIRS SEND IT TO THE TV AND IT SEEMS TO ME CONNECTION I CAN'T GET ANY APPS ON THE TELEVISION AT ALL RIGHT SO JUST WORKED IT JUST SAYS ENTER COME UP THE STAIRS CENTRE CONNECTED IT HAS A TAX AND THEN ACROSS THEN IT HAS A THEN ACROSS THE NAPS KIND OF GET ANY AFTER THE TELLY JUST RANG,9,,,2025-08-22 08:50:17 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,137,1,1,0,,,,,
2025-10-27,Wi-Fi Status,"The customer initially reported that their Wi-Fi was not working at all, and confirmed that they had no internet connection on their television.","Customer: ""HELLO MY WIFI THAT'S NOT WORKING"" ... Customer: ""I HAVEN'T GOT AN INTERNET CONNECTION ON THE TELEVISION""",9,,,2025-10-27 10:10:50 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,133,1,1,0,,,,,
2025-09-10,Other,"The customer initially reported that their landline phone had no dial tone after a recent broadband installation. The issue was not with the broadband service itself but with the landline connection, which was incorrectly wired to the ONT instead of the new router.",Customer: 'ME PHONE LINE PHONE HOUSE PHONE CHECK PHONE LINE AND THERE'S NO DIAL TONE' Agent: 'SO YOUR PHONE YOUR...YEAH YOUR LANDLINE SHOULD BE CONNECTED TO THIS UK PORT FOR IT TO WORK' Customer: 'YES THERE IS...A DIAL TONE',9,Landline Issue,10,2025-09-10 15:19:03 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,97,3,3,0,,,,,
2025-08-03,Other,"The customer is not complaining about the current speed of their broadband, which is above the guaranteed minimum. Instead, they want to understand why their internet speed dropped from 80 Mbps to 40 Mbps after an Openreach engineer's visit, even though it's still above the minimum guaranteed speed.",Customer: YES SO I HAVEN'T CALLED TO <PERSON> THAT IT WAS BELOW THE GUARANTEED MINIMUM HAD CALLED TO SEE IF THERE WAS A REASON WHY IT DROPPED FROM <NUMBER> ON THE WEEK BEFORE THE ENGINEER CAME AND THEN IMMEDIATELY DROPPED <NUMBER>,9,Other (General Miscellaneous),6,2025-08-03 19:15:33 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,31,2,2,0,,,,,
2025-08-29,Poor Coverage,"The customer reports that after a recent upgrade to full fibre, their Wi-Fi signal is now much weaker around the whole house, making it impossible to stream on their TV or run anything in their household.",WE HAD OUR WIFI UPGRADED TO FULL FIBRE A COUPLE OF WEEKS AGO AND I WAS TOLD ON THIS PROMISED THAT IT WOULD BE BETTER IT'D BE QUICKER IT'D BE <NUMBER> POUNDS CHEAPER A MONTH BUT WHAT I'VE ACTUALLY GOT IS I HAD PERFECTLY WORKING WIFI AND NOW I'VE GOT WIFI THAT SO MUCH WEAKER THAT I CALLED STREAM ON THE TELLY WITH IT SO YES EVERYTHING CONNECTS TO IT IT WORKS BUT IT'S SO SLOW AND SO WEEK THAT I CAN'T RUN ANYTHING IN MY HOUSEHOLD,8,,,2025-08-29 11:48:38 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,41,1,1,0,,,,,
2025-10-31,Slow Wi-Fi,"The customer reports that their broadband has not been very fast for months, mentioning slow upload speeds and general struggles with the internet speed.",AND OUR BROADBAND HAS NOT BEEN REALLY VERY FAST AND HE'S NOT TODAY IT'S BEEN GOING ON FOR MONTHS NOW I'VE BEEN DOING LIKE INTERNET SPEED CHECK ON INDEPENDENT WHAT SIZE AND THE UPLOAD IS ALWAYS BELOW <NUMBER> MEGABYTES,9,,,2025-10-31 11:35:22 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,1,10,1,1,0,,,,,
2025-08-02,Poor Coverage,"The customer is experiencing issues with their Sky Q box not connecting to the internet, and the agent suspects this is due to the distance between the box and the router, or interference, suggesting it is a coverage issue rather than an outage or a problem with the router itself.",Customer: YEAH YEAH IT'S JUST THE SKY <SPELLING_TERM> BOX ALL THE OTHER DEVICES HAVE WIFI I CHECK THE ROUTER ALL THE LIGHTS ARE ON SO IT SEEMS TO BE WORKING... Agent: JUDGING BY MY MATURE THE TIME IT TOOK YOU TO GO IN FRONT OF THE ROUTER FROM THE BOX THE DEVICES MIGHT BE A BIT FAR AWAY FOR <NUMBER> WONDERING... Agent: I'M PAYING THAT YOU NEED A BOOSTER HONESTLY NOT AT THIS POINT PLEASE,9,,,2025-08-02 20:03:35 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,92,1,1,0,,,,,
2025-10-20,Unreliable Wi-Fi,"The customer needs evidence to prove their Wi-Fi was down for a specific period to make a claim, indicating an intermittent connection issue.",'the wifi went out for 20 minutes' and 'the wifi was down',9,,,2025-10-20 19:52:50 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,50,1,1,0,,,,,
2025-09-17,Poor Coverage,"The customer reports that their Wi-Fi signal keeps dropping out on specific devices, particularly Ring cameras, and in certain areas of their house. They believe they might need a new router or a booster.",SO THERE'S SOME DEVICES I USE SOME RING CAMERAS THAT ARE NOT KEEP DROPPING OUT SUGGEST WOULD EITHER MADE A NEW ROUTER OR SOME FORM OF BOOSTER OR SOMETHING SIMILAR,9,,,2025-09-17 16:49:14 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,47,6,6,4,,,,,
2025-09-08,Other,"The customer initially called about receiving a box to return equipment they are still using, which was a system glitch. They also mentioned past issues with 'bad' broadband that kept 'freezing' and not working for 'a couple of years', however the current call is not about this.",Customer: 'I'M RINGING TO WE RECEIVE A BOX TO RETURN EQUIPMENT' ... Customer: 'WE WERE HAVING A LOT OF PROBLEMS WITH BROADBAND AND... KEPT FREEZING AND FREEZING AND YOU KNOW WOULD BE ON IT FOR <NUMBER> MINUTES AND THEN FREEZING SO WE JUST WENT ON SO I RANG THEM',8,TV or Device Issue,7,2025-09-08 14:27:38 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,174,2,1,1,,,,,
2025-09-17,Wi-Fi Status,"The customer reports that after installing a new broadband router, they have no internet connection, and the TV displays a message indicating no internet connection. Although the router lights are green, the customer cannot access online content.",Customer: I HAD OUTREACH I THINK BECAUSE REACH AMOUNT YESTERDAY A NEW ROUTER FOR THE BROADBAND SINCE IT'S GONE HASN'T GOT BAND IT SAYS IT LOOKS LIKE YOU DO NOT HAVE INTERNET CONNECTION RIGHT NOW AND I'VE TRIED TO SET IT UP FOLLOWED THE INSTRUCTIONS BUT I STILL HAVEN'T GOT IT ... Customer: ON THE TV SCREEN YES ... Customer: YEAH THE <NUMBER> LIGHTS ON ... Agent: <NUMBER> LIGHTS ON A SATURDAY OR GREEN ... Customer: YESTERDAY ARE ALL GREEN,9,,,2025-09-17 09:13:00 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,76,2,1,1,,,,,
2025-09-22,Wi-Fi Status,"The customer reports that the Sky service is not working and the TV is displaying a ""No Connection"" message, strongly implying a complete loss of internet connectivity affecting the streaming TV service.",Customer: 'WELL IT\'S THE BROADBAND IT MUST BE THE BROADBAND AND THE TV IS ON THAT IS WORKING BUT THE SKY THEM BUT IT\'S NOT WORKING I THINK IS THERE\'S NO INTERNET OR ANYTHING' and 'Customer: BECAUSE IT SAYS NO CONNEXION I\'M <PERSON> HE\'S GOT NO CONNECTION IT\'S GOING ROUND THE TELEVISION THERE\'S NO CONNEXION CONNEXION CONNEXION I\'VE PULLED UP PLUGGED IN PULLED UP PLUGGED IN DONE WHAT I CAN DO FOR THE LITTLE KNOWLEDGE AND IT\'S STILL NOT WORKING',9,,,2025-09-22 13:14:00 UTC,,,INCOMPLETE,,INCOMPLETE,0,0,0,0,,0,0,0,2,1,1,,,,,
